10630,12800,jat1gau2baat3cat1nin4,一九八七年
14601,16111,gam1nin2jaa6ji6seoi3,今年廿二歲
21457,26673,wo3da3gaa1jau5cat1cat1luk6luk6go3lo1,我的家有七七六六個囉
32078,37368,jat1go3ze4ze1jat1go3mui4mui2jat1go3dai4dai2tung4maai4aa3maa4tung4aa3baa4,一個姐姐一個妹妹一個弟弟同埋阿嫲同阿爸
40914,42194,gaa1naa4daai6,加拿大
46886,48696,ngo5dou1hai6do1leon4do1ceot1sai3ge3,我都係多倫多出世嘅
64633,65783,gam2,噉
68784,70264,bun1,搬
71155,77238,ngo5zyu6zo2go2dou6zyu6zo2go2dou6hou2ci5sei3seoi3dou2gam2zau6bun1zo2heoi3,我住咗嗰度住咗嗰度好似四歲度噉就搬咗去
87997,89767,ngo5di1gaa1jan4laa1,我啲家人啦
92622,94732,loeng5go3dou1hai6hoeng2hoeng1gong2ceot1sai3,兩個都係响香港出世
99132,102182,ngo5maa4ngo5baa1baa4baa1tung4maa4,我阿嫲我爸爸爸同埋
105627,106107,cyun4bou6sei2saai3laa3,全部死嗮喇
112060,119420,ngo5dak1ngo5baa4baa1hai6ze1hai6bun2loi4keoi5hai6go3lei4gaa1naa4daai6dou6duk1syu1duk1daai6hok6heoi3zo2,我得我爸爸係即係本來佢係過嚟加拿大度讀書嘅讀大學去咗
119440,123210,so2ji5dou1ji4gaa1dou1hai6ze1hai6jat1cai4bun1saai3hai2dou6,所以都而家都係即係一齊搬嗮喺度
131165,131925,hai6,係
140165,141375,ze1hai6me1,即係咩
145185,145915,mou5,冇
158580,160100,hou2siu3ge3,好少嘅
166248,169795,ngo5dei6ngo5dei6gaa1jan4laa1,我哋我哋家人啦
184780,187108,ni1dou6cyun4bou6caa1m4do1gaa3zaa3,呢度全部差唔多㗎咋
190599,191614,jau5,有
194067,197129,jan1wai6ngo5zung1ji3,因為我鍾意
209837,212400,mou5ze1hai6,冇即係
213306,214493,jau5,有
216093,222999,heoi3go3go2bin1heoi3go3tung4maai4heoi3go3,去過嗰邊去過同埋去過
223405,225342,caa1m4do1hai6gam3do1laa3,差唔多係咁多喇
229372,231966,dou1hai6gaa1naa4daai6,都係加拿大
255491,256554,daa2gei1,打機
282586,283758,jau5,有
290139,291717,uk1kei2lo1,屋企囉
295330,296471,jau5,有
300823,307339,keoi5zaa1heoi3bin1aa3Dou1hai6zaa1heoi3uk1kei2aa3uk1kei2aa3heoi3tai2hei2sik6haa5je5lo1,佢哋揸去邊啊都係揸去屋企啊屋企啊去睇戲囉食下嘢囉
313424,315065,tung1soeng4m4wui5ge3,通常唔會嘅
318990,320506,gam2go2di1wui5ge3,噉嗰啲會嘅
326567,330710,mui5go3dou1m4tung4ge3kei4sat6daan6hai6ngo5dei6le1ze1hai6wui5ceot1gaai1lo1m4wui5lau4hai2uk1kei2ge3,每個都唔同嘅其實但係我哋呢即係會出街囉唔會留喺屋企嘅
330786,334119,o5dei6ho2nang4wui5ceot1heoi3sik6faan6aa3,我哋可能會出去食飯啊
334211,339773,laa4lai6jyu4le1ngo5ngo5ngaam1ngaam1go3zo2ngo5saang1jat6le1ngo5dei6heoi3heoi3zo2daa2go2di1,嗱例如呢我我啱啱過咗我生日呢我哋去去咗打嗰啲
340728,342915,go2go3go2di1,嗰個嗰啲
351891,354403,daai6ting4din6jau5jat1ci3lo1,大停電有一次囉
354424,357971,ze1hai6waak6ze2ngo5gei2lin4le1ze1hai6hou2ci3hai6jat1,即係或者我幾年呢即係好似係一
358001,362579,jat1gau2ding6hai6ji6cin1gei2jan1wai6,一九定係二千幾因為
362606,367106,faat3sang1gwo3jat1ci3laa1hai6laa3go2ci3,發生過一次啦係啦嗰次
370790,375118,ngo5dei6heoi3zo2go2dou6gam2ngo5dei6ze1hai6siu1lo1,我哋去咗嗰度噉我哋即係燒囉
380982,381779,mou5,冇
