3250,6540,jing1man4ming4giu3zung1man4zau6,英文名叫中文就
9971,11270,ngo5hai6do1leon4do1ceot1sai3,我係多倫多出世
15080,17600,gam1nin4ngo5jaa6saam1seoi3,今年我廿三歲
19852,21020,ngo5jat1gau2gau2saam1nin4,我一九九三年
25453,26670,keoi5dei2hoeng1gong2ceot1sai3,佢哋香港出世
33827,35170,ngo5zyu6si6gaa1bou2,我住士嘉堡
43710,49360,ngo5zyu6zik1hai6sai3sai3gaan1go2di1nguk1,我住即係細細間嗰啲屋
54319,56820,ji4gaa1zung6zyu6gan2jaa6gei2nin4,而家仲住緊廿幾年
62325,64720,ngo5jau5go3gaa1ze2daai6gaa1ze2,我有個家姐大家姐
71815,78750,keoi5dei2dou1hou2ci5hai6hoeng1gong2jat1di1zau6gau2lung4aa1dou1hai6hoeng1gong2fu6gan6ge3,佢哋都好似係香港一啲就九龍呀都係香港附近嘅
85920,87360,m4hai6gei2sik1,唔係幾識
89979,94070,keoi5dei2ho2nang4saa1aa1leng4seoi3laa1waak6ze2,佢哋可能卅呀零歲啦或者
98990,103160,ngo5sap6ji6nin4cin4faan2gwo3heoi3jat1ci3,我十二年前返過去一次
105436,108740,dou1zung1ji3hou2ci5ji4gaa1gam3jau6jit6jau6guk6,都鍾意好似而家咁又熱又焗
112811,114960,ngo5heoi3zo2loeng5saam1go3sing1kei4,我去咗兩三個星期
122960,134270,zeoi3zung1ji3hoi2joeng4gung1jyun4aa1giu3zou6hou2ci5hai6jau5go3gung1jyun4aa1go2di1jau6m4maai5saam1aa1jau6hang4gaai1lo1,最鐘意海洋公園呀叫做好似係有個公園呀嗰啲又唔買衫呀又行街囉
135773,137410,sik6je5dou1hou2,食嘢都好
142988,146930,mei6hoi1aa1go3zan6si4hou2ci5mei6hoi1aa1ngaam1ngaam1hoi1ze1gam3mou5,未開呀個陣時好似未開呀啱啱開啫咁冇
157717,164350,dou1syun3ngo5dai6jat1fan6gung1hai6aa1ngo5zou6hai6ge3,都算我第一份工係啊我做係嘅
169450,175100,gam3ngo5ngaam1ngaam1hai2bat1jip6gam3ngo5ji4gaa1gau2jyut6zau6wui2hai2dou6duk6gai3zuk6duk6,咁我啱啱喺畢業咁我而家九月就會喺度讀繼續讀
176585,180320,ngo5duk6faa3hok6dak1bok3si6,我讀化學得博士
184130,185650,dou1hai6faa3hok6hai6,都係化學係
193920,194920,dim2gaai2gwo3,點解過
196220,201010,mou4mat1dak6bit6lo1ho2nang4jau5hou2do1keoi5di1pang4jau5dou1ji4man4,無乜特別囉可能有好多佢啲朋友都移民
206996,213720,dou1hou2do1zung1gwok3jan4aa1sai1jan4aa1hou2do1,都好多中國人呀西人呀好多
216964,223640,ji4gaa1dou6dou6dou1jau5lo1hok6haau6jyun5di1gam3jau5hou2do1,而家度度都有囉學校遠啲咁有好多
232480,232960,hai6,係
234100,238170,ngo4m4hai6ngo5tiu3zo2hai6,哦唔係我跳咗係
243234,249630,m4tung4di1lo1dou1hou2do1jan4di1gaai1aa1do1di1jan4,唔同啲囉都好多人啲街呀多啲人
250075,256670,fu6gan6jau5do1di1je5sik6aa1zik1hai6di1pou1tau4hoi1dak1je6di1aa1,附近有多啲嘢食呀即係啲鋪頭開得夜啲呀
259072,264610,ngo4jan1wai4hai6nguk1kei5fu6gan6lo1tung4zyun2haak3waan4ging2jau6hou2di1lo1,哦因為係屋企附近囉同轉吓環境又好啲囉
270130,277770,do1sou3zung1hok6gwo2di1hai6ge3bat1gwo3jau5di1san1pang4jau5,多數中學果啲係嘅不過有啲新朋友
288459,296030,zi1cin4zau6hai6lo1daan6hai6ji4gaa1hou2di1tiu4gaai1zau6lo1jyun5dik1zau6lyun6di1,之前就係囉但係而家好啲條街就囉遠的就亂啲
303198,314180,ji4gaa1ngo5zau6mei6soeng5tong4so2ji5naan4di1gong2bat1gwo3ngo5lam2jing3goi1hou2di1jan1wai4keoi5dei2jat1go3jyun4hyun1go3go3dou1hai2gwo2dou6duk6syu1ge3,而家我就未上堂所以難啲講不過我諗應該好啲因為佢哋一個圓圈個個都喺果度讀書嘅
315279,316790,keoi5ne1dou6dou1jau5hou2do1jan4,佢呢度都有好多人
321118,326450,ngo5ji4gaa1hai6go3gwo2dou6zou6gan2,我而家係個果度做緊
330606,339370,cam4m4dou3laa1hai6ngo5zi6gei2hoi1ci2zo2di1dang2dai6ji6jat6hoi1ci2duk6gwo2zan6si4wui2ji6di1zyun2lo1,尋唔到喇係我自己開始咗啲等第二日開始讀果陣時會易啲轉囉
346191,354310,ceot1heoi3jau5si4tai2hei3aa1daa2gei1aa1jau5si4waan4di1aa1,出去有時睇戲呀打機呀有時還啲呀
355084,356650,do1sou3king1gai2lo1ji4gaa1,多數傾偈囉而家
362379,363990,hai6lo1hai6lo1,係囉係囉
367310,372560,dou1wui2dou1wui2ge3jau5si4soeng2waan2keoi5dei2di1je5aa1waak6ze2soeng2syu1fuk6di1aa1,都會都會嘅有時想玩佢哋啲嘢呀或者想舒服啲呀
382040,392090,ngo5jing3goi1heoi3tai2haak3ge3hou2noi6dou1mei6tai2gwo3di1san1je5aa1bat1gwo3mei6jau5si4gaan1,我應該去睇吓嘅好耐都未睇過啲新嘢呀不過未有時間
403121,410080,dak1haan4aa1ngo5zung1ji3ting3jam1lok6aa1taan6kam4aa1duk6syu1aa1,得閒呀我鍾意聽音樂呀彈琴呀讀書呀
413096,414300,mou4mat1dak6bit6lo1,無乜特別囉
417060,419740,ngo5taan6zo2dou1sap6gei2nin4lo1,我彈咗都十幾年囉
422309,424620,hai6aa1do1sou3dou1hai6aa1,係呀多數都係呀
425520,434590,ji4gaa1zung1ji3daan6hai6ji5cin4zau6taan6go3di1bou6zau6mou4gam3hou2waan2lo1ji4gaa1zi6gei2wan2di1go1aa1,而家鍾意但係以前就彈個啲簿就無咁好玩囉而家自己搵啲歌呀
436180,440070,hai6aa1hai6aa1zik1hai6ngo5m4hai6daan6dak1taai3ging6ge3bat1gwo3zi6gei2hok6lo1,係呀係呀即係我唔係彈得太勁嘅不過自己學囉
446099,453710,zung1ji3ting3ngo5zung1ji3go2di1go2di1jam1lok6aa1zik1hai6di1di1lo1,鍾意聽我鍾意嗰啲嗰啲音樂呀即係啲啲囉
458459,459459,hai6do1sou3ngoi6gwok3,係多數外國
463751,470640,ngo5gaa1ting4zau6gong2lo1nguk1kei5zau6gong2lo1ceot1heoi3zau6siu2hou2do1,我家庭就講囉屋企就講囉出去就少好多
473870,487080,jau5hou2noi6mou5faan2daan6hai6sai3go3gwo2zan6si4faan2zo2ho2nang4luk6nin4dou3laa1bat1gwo3hou2faai3m4gei3dak1can2laa1siu2se2aa1siu2duk6aa1,有好耐冇返但係細個果陣時返咗可能六年到啦不過好快唔記得哂啦少寫呀少讀呀
