5944,9295,Ngo5giu3zou6,我叫做
13364,15774,Jat1gau2ng5sei3lin4ceot1sai3,一九五四年出世
20801,22086,Ng5saap6ng5lo3,五十五咯
27436,29626,Jyun4bun2gaa1ting4teng4ji4gaa1ah3,原本家庭定宜家吖
31263,32804,Ji4gaa1Jau5,宜家有
35060,36073,giu3zou6,叫做
37747,38231,luk6,六
40478,41331,luk6go3lo3,六個咯
44027,45925,Ngo5la3ngo5zoeng6fu1la3,我喇我丈夫喇
46160,47910,ngo5saam1go3haai4zi2la3,我三個孩子喇
48439,50274,Jyun4hau6ngo5go3,然後我個
51006,51874,laai5laai2la3,奶奶喇
56070,59289,Ngo5jin4san1gaa1ting4le3zau6,我原生家庭呢就
60006,62833,jau5ah3sei3hing1tai6zi2mui6la3,有啊四兄弟姊妹喇
63373,65128,ngo5baa4baa1maa4maa1la3,我爸爸媽媽喇
66153,70521,ngo5m4zau6m4hai6ngo5baa4baa1maa4maa1daai3daai6go3wo3,啊我就唔係我爸爸媽媽帶大個喔
70859,72378,Ngo5kau5fu2kam5mou5,我舅父妗母
72828,75335,daai3daai3daai6ngo5so2ji3zau6,帶帶大我所以就
75828,77686,bin3zo2hou2zi3hai6,變咗好似係
78371,82342,saam1go3jan4gam2lo3Ze1hai6ngo5m4hai6tung4go2di1hing1tai6zi2mui6jat1cai4daai6lo3,三個人咁咯啫係我唔係同果啲兄弟姊妹一起大咯
87658,91741,Ngo5hai6zeng3cung1gaan1ge3Ngo5jau5go2go3gaa1ze1jau5sai3lou2jau5mui2,我系正中間嘅我有哥哥有家姐有細佬有妹
95335,96130,Hoeng1Gong2,香港
100497,102532,Hoeng1Gong2ge3,香港嘅
104000,106350,di1daai6haa6lo3,嗯啲大廈咯
107302,108743,go2di1,果啲
113958,115306,Ngo5ji4man4hai6,我移民係
116525,120601,kei4sat6dai4jat1zi3lei4duk6syu1hai6jat1gau2cat1ng5lin4,其實第一次嚟讀書係一九七五年
120915,126817,Daan6hai6cat1baat3lin4zi1hau6ngo5zau6faan1faan1Hoeng1Gong2Jau6baat3lin4zeoi5ji4man4go3lei4jat1zik6dou3ji4gaa1la3,但係七八年之後我就翻返香港然後八零年再移民嚟一直到宜家喇
132595,136236,jan1wai6ngo5dei6hai6li1bin6duk6zyu6syu1,因為我哋系呢邊讀住書
136407,139989,So2ji3faan1Hoeng1Gong2zau6hou2soen2faan1lei4li1dou6zou6gung1,所以返香港之後好想返嚟呢到做工作咯
146015,150930,M4laan4ah3jan1mai6lei4go3Hai2dou6duk6go3syu1ma3,唔難啊因為嚟過系到讀過書啊嘛
154950,158425,Duk6syu1go2zan6si4le3wui6,讀書果時呢好
158594,161703,hau6saang1ah3ma3lin4zing1ma3zau6m4gok3dak1laan4lo3,後生啊嘛年青啊嘛就唔覺得難咯
170161,171510,Bin1zung2gu3si4,邊種故事
177570,180751,dung3lo3co3co3gok3dak1li1dou6hai5hou2dung3,凍咯初初覺得呢到係好凍
181023,183265,Jat1cat1ng5lin4lei4duk6syu1,一七五年嚟讀書
183481,184849,dou1mei5hoi3huk6mai6,都未開學未
185030,186057,beng3zo2lo3,病咗咯
186953,192701,Go2zan6si4siu2siu2zai1loeng3gam2lo3Gam2hau6loi3sik1zo2hou2do1pang4jau5m4hai6gok3dak1hou2caam2ge3,果陣時少少淒涼咁咯咁後來識咗好多朋友唔覺得好慘嘅
207718,209531,Co1si4zau6daai6hok6,初時就係大學
210024,212271,san1lei4go2di1hok6saang3lo3,新嚟果啲學生咯
212788,215396,Hau4loi6zau6sik1dou2,後來就識到
216207,220723,daai6hok6ge3gei1duk1tou4tyun4kai3go2di1,大學嘅基督徒團契果啲
221020,222133,pang4jau5lo3,朋友咯
227260,232218,Dou1hou2do1daai6bou4fan4dou1hai6zung1gok3jan4kei4sat3Jan1wai6san1lei4gon2si4kei4sat3jan1wai6,都好多大部分都中國人啊其實因為新嚟果時其實就係因為
232377,235394,jau5sik1jing3ge3man6tai4le3dou1,有適應嘅問題呢都
235580,239545,syu2jin3se2ge3jing1man2mou5man6tai4daan6hai6gong2ge3jing1man2le3zau6,雖然寫嘅英文冇問題但係講嘅英文咧就
240303,242356,ze1hai6tung4bun2dei6jan4ca1di1la3,啫係同本地人梗係差啲喇
242780,245098,Gam2so2ji3hou2do1si4dou1zip3zuk1dou2di1,咁所以好多時都接觸到啲
245415,247427,Hoeng1Gong2lei4ge3zung1gok3jan4lo3,香港嚟嘅中國人喇
248195,251519,sai1jan4pang4jau5dou1dou1jau5ge3baat1gwo3m4syun3do1lo3,啊西人朋友都都有嘅不過唔算多咯
251761,255253,Ha6dou1bei5gaau3kei4sat3hai6jap6zak6di1lo3go3hyun1zi3,哈都比較其實係狹窄啲咯個圈子
260495,263241,lei4gong2go2zan6si4,你講果陣時
263605,267326,dou1hai6hok6saang3lo3ah6so2jau3dou1hai6hok6saang3lei4ha6,主要都係學生咯哈所有都係學生嚟哈
276591,279652,hai6wui6heoi3heoi3waa6ze2hai6wui6zyu2ah3zyu2,係會去去嘎真係會煮啊煮
279807,281748,zyu2sung3sik6ah3,煮餸食啊
281913,284968,Guk6daan6gou1ah3bou1bou1tong4seoi2ah3,焗蛋糕啊煲煲糖水啊
286371,289693,Gam2jau5si4heoi3haan4gai3ah3gam2,咁有時去行街啊同啊
289933,291865,haan4gai1ah3gam2lo3,行街啊咁咯
292546,297074,Gam2hau4loi6ngo5soen3zo2je4sou1zi1hau6gam2hou2do1si4dou1hai5gaau3wui2dou1jau5,咁後來我信咗耶穌之後咁好多時都系教會有
297261,299034,jat1di1ge3,一啲嘅
299196,302448,ge3ah3Ze1hai6go2di1gam2lo3,嘅啊啫係果啲咁咯
311726,313657,Gu3si4,故事啊
317578,320691,Dou1jau5di1dak6bit6ga3Jau5jat1zi3,都有啲特別㗎有一次
320874,326136,jan1wai6ngo5tung4ngo5Jan1wai6ngo5dei6duk6ge3ha2se5wui2hok6,因為我同我因為我係讀嘅下社會學
326708,328155,Gam2jau6heoi3,咁啊有去
328317,332132,di1se5gung1uk1kei5fong2man4ha3keoi5dei6gam2lo3,啲社工屋企訪問下佢哋咁咯
332726,336426,Gam2jau5zi3tung4mai6leng4ngoi5go2go3tung4hok6heoi3Keoi5dou1hai6duk6lo3,咁有一次同埋另外一個同學去佢都係讀咯
337236,338165,Gam2zau6,咁就
338716,341342,je6maan5hou2je6la3jan1mai6jiu3heong2,夜晚好夜喇因為要響
341700,344896,hou2zi3heoi3dou3go2tau4Jin4hau4faan1faan1heoi3,好似去到果頭然後翻返去
345157,349040,daai6hok6lo3Gam2seng4saap6dim2gei2saap6jat1dim2ha6,大學咯咁成十點幾十一點哈
349282,354094,Gam2zau6heoi3dou3dei6tit3zaam6go2zan4si4le3,咁就去到地鐵站果陣時呢
