NUM, PINYIN, EXPECTED
1,zung1man2ding6jing1man2,中文定英文
4,hai6,係
5,gaa1zuk6jau5di1me1jan4aa4,家族有啲咩人呀
6,aa3baa4aa3maa1sai3lou2gam3do1laa1,阿爸阿媽細佬咁多啦
7,ngo5hai6zeoi3daai6dou2laa1,我係最大到啦
8,hai6laa1,係啦
9,hoeng1gong2,香港
10,dou1hai6hoeng1gong2,都係香港
11,dou1hai6zyu6faan1laa1hai6aa3,都係住翻啦係呀
12,zik1hai6dou1hai6zyu6faan1ji4gaa1di1geoi1nguk1aa4hai6mai6geoi1lau2aa3si1lau2caa1m4do1laa1,即係都係住翻而家啲居屋呀係咪局樓呀私樓差唔多啦
13,ji4gaa1zyu6,而家住
14,hai6,係
15,ni1dou6zyu6zo2gei2noi6aa4zyu6zo2baat3nin4dou2sap6nin4laa1sap6nin4laa1,呢度住咗幾耐呀住咗八年到十年啦十年啦
16,hai6,係
17,dou1hai6hai2hoeng1gong2,都係喺香港
18,ni1go3m4cing1co2laa3,呢個唔清楚喇
19,dou1hai6gaau1tung1fong1bin6ge3man6tai4lo1,唔都係交通方便嘅問題囉
20,ngo5nguk1kei2zou2zik1hai6bin1dou6,我屋企組織喺邊度
21,o5hoeng1haa2,哦鄉下
22,mou5mou5teng1gwo3,無無聽過
23,m4hai6hou2suk6,唔係好熟
24,dou1mou5wo3ni1dou6hai6aa3mou5mat1aa3,都無喎呢度係呀無乜
25,jau4bin1dou6heoi3dou3bin1dou6hai6me1ji3si1,由邊度去到邊度係咩意思
26,o2,哦
27,heoi3dou3lo1,去到囉
28,mou5wo3hou2siu2wo3,冇喎好少喎
29,hei3fan1aa4gok3jau5gok3mong4laa1,氣氛呀各有各忙啦
30,hai6aa3,係呀
31,dou1siu2wo3,都少喎
32,dou1ho2nang4wui5ge2,都可能會嘅
33,lei4hoi1hoeng1gong2heoi3leoi3hang4ding6hai6ji4man4,離開香港去旅行定係移民
34,leoi3hang4jau5aa3,旅行有啊
35,heoi3haa2mei3gwok3aa3taai3taai3gwok3tung4maai4hon4gwok3lo1,去下美國啊泰泰國同埋韓國囉
36,hoeng1gong1gwo2jin4hou2laa1jan1wai6gwok3zai3daai6dou1wui6aa1maa3mat1dou1jau5hai6aa3,香港嗰然好啦啊因為國際大都會吖嘛乜都有係呀
37,jau5nam2gwo3aa3,有諗過啊
38,jan1wai6ngo5dei6jiu3faan1gung1hai6hoeng1gong2gaau2jyu4gwo2gaau2ji4man4zau6ho2nang4jiu3jau4tau4zing2gwo3saai3hou2maa4faan4lo1,因為我地要返工係香港搞如果搞移民就可能要由頭整過嗮好麻煩囉
39,jau6jiu3nam2geoi1uk1aa3zyu6man6tai4lo1hai6aa3,又要諗居屋啊住問題囉係呀
40,se5keoi1hei3fan1hou2gwo3ji4gaa1aa4,社區氣氛好過而家呀
41,dou1hai6aa3dou1hai6gaa3jan1wai6ji5cin4go3go3dou1hei2maa3tung4gaak3lei4leon4se3jau5king1gai2sin1laa1,都係呀都係架因為以前個個都起碼同隔離輪社有傾計先啦
42,daan6hai6ji4gaa1dou1mou5laa3,但係而家都冇啦
43,bun1zo2lei4zi1hau6ne1zau6mou5mat1daai6bin3faa3ge2jan1wai6dou1hai6waa6saai3hoeng1gong2dou1hai6jat1go3gap1cuk1sing4si3laa1,搬咗黎之後呢就冇乜大變化嘅因為都係話嗮香港都係一個好急速城市啦
44,dei6gaa3jat1ding6gwai3laa1,地價一定貴啦
45,gan1zyu6lau4si3dou1sing1so2ji3zau6dou1hek3lik6laa1mou5mat1dak6bit6waa6me1ge2,跟住樓市都升所以就都吃力啦冇乜特別話咩嘅
46,hai6lo1jing1goi1m4wui2laa3,係囉應該唔會啦
47,ping4si4ceot1heoi3do1hai6sik6fan6laa1waan5laa1hai6lo1zeoi6haa6wui6king1haa2gai2gam2laa1,平時出去多係食飯啦玩啦係囉聚下會傾下計咁啦
48,gau2sing4gau2dou1hai6ge3,九成九都係嘅
49,ngoi6zik6jan4,外籍人
50,zan1hai6siu2wo3,真係少喎
51,zan1hai6hou2siu2,真係好少
52,jau5mou5aa4,有冇呀
53,jiu3nam2haa2ngo5zan1hai6m4hai6hou2gei3dak1laa3,要諗下我真係唔係好記得啦
54,hou2ci5zan1hai6mou5mat1,好似真係冇乜
55,tung1soeng4dou1hai6lai5baai3luk6jat6laa1m4sai2faan1gung1ge3si4hou6mai6ceot1heoi3sik6lo1,通常都係禮拜六日啦唔洗返工嘅時候咪出去食囉
56,dou1mou5wo3jan1wai6hoeng1gong2hou2m4m4hai6hou2hing1ni1di1je5,都冇喎因為香港好唔唔係好興呢啲野嘅
57,joek3di1aa4ping4si4dou1hai6king1hoi1gai2go2baan1laa1waak6ze2daa2hoi1gei1go2di1la1hai6aa3,約啲呀平時都係傾開計嗰班啦或者打開機嗰啲啦係呀
58,mou2wo3ngo5jat1soeng2zo2heoi3daai6zyun1zau6tung4daai6zyun1suk6lo1hai2zung1hok6ge3si4hau6di1pang4jau5suk6lo1,冇喎我一上咗去大專就同大專熟囉喺中學嘅時候咪同中學啲朋友熟囉
59,mou3waa4ling6ngoi6ceot1bin6sik1jan4aa3gam2joeng2lo1,冇話另外出邊識人呀咁樣囉
60,hai2aa3,喺呀
61,m4hai6hou2cing1co2,唔係好清楚
62,duk6gan2siu2hok6,讀緊小學
63,gam2gok3mou5mat1dak6bit6lo1jat6jat6daai3hau2zaau3loeng4tai2wan1gam2joeng2dou1,感覺冇乜特別囉日日戴口罩量體溫咁樣都
64,hai6lo1mou5mat1waa6dim2joeng2bei3gei6di1me1hai6lo1,係囉唔乜話點樣避忌啲咩係囉
65,taai3sai3go3m4sik1geng1go2zan2,太細個唔識驚嗰陣
66,ziu3gai3jing1goi1mou5laa3,照計應該冇啦
67,se5keoi1hei3fan1aa4dou1hai6mou5mat1je5king1laa1jan1wai6geng1deoi3min6hai6daai3kwan2ze1go2di1lo1hai6aa3,社區氣氛呀都係冇乜野傾啦因為驚對面係帶菌者嗰啲囉係呀
68,dou1hai2hoeng1gong2,都喺香港
69,jau5aa3jau5tai2zik6bou3aa3,有啊有睇直播啊
70,dou1jau5ge2hou2ci3tai2gan2zik1hai6waa6saai3tai2gan2zik6bou3laa1tung4maai4gong2gan2jan4meng6aa1maa3gam2gang2hai6jau5di1jau5di1cam4cung5aa3gam2joeng2lo1tai2dak1,都有嘅好似睇緊即係話嗮睇緊直播啦同埋講緊人命吖嘛咁緊係有啲沈重啊咁樣囉睇得
71,mou5wo3cyun4bou6hai2saai3hoeng1gong2tai2zik6bou3aa3,冇喎全部喺嗮香港睇直播
72,dou1mou5wo3,都冇喎
73,jau5jan4tiu3lau2lo1,有人跳樓囉
74,hai6,係
75,mou5gin3dou2jau5san1man2,冇見到有新聞
76,zau6gong2waa6jau5go3leoi2jan2zau6hou2ci5sau6m4zyu6ho2nang4hai6gam1cin4man6tai4laa1waak6ze2gam2cing4gam2joeng2zau6hai2dou2tiu3lau2lo1,就講話有個女人就好似受唔住可能係金錢問題啦或者感情咁樣就喺度跳樓囉
77,daan6hai6keoi5go2tiu3zau6mou5jing2hoeng2dou3lau4si5gaa3zi2hai6di1faa1bin1san1man2gam2lo1,但係佢嗰跳就冇影響到樓市嘅只係啲花邊新聞感囉
