NUM, PINYIN, EXPECTED
3,Ja3ja3cat1lo1ja3cat1,廿廿七囉廿七
4,Gam1nin4ja3cat1daan6hai6ngo5mei6saang1jat6,今年廿七但係我未生日
5,Ngo5jau5baa4baa1maa4maa1gaa1ze1,我有爸爸媽媽家姐
6,Hai6,係
8,Daan6hai6zyu6dat1hou2dyun2si4gaan3,但係住得好短時間
9,Hou2ci5si1jan4lau2lei4gaa3,好似私人樓嚟㗎
10,Jan1wai4ngo5m4hai6ngo5m4hai6hou2deoi3go2go3hou2mou4wu4jan1wai6ngo5daai6koi3duk6jau3bi4bi1baan1zi1cin4ji5ging1bun1zo2heoi3dai6ji6go3dei6fong1,因為我唔係我唔係後對嗰個好模糊因為我大概讀幼班之前已經搬咗去第個地方
11,Gam2a1zyu6dou6ji4gaa1ge3,咁啊住到而家嘅
12,Go2go3hou2ci5hai6si1jan4lau2,嗰個好似係私人樓
13,Gam2le1zau6hai6ngo5m4zi1ngo5m4zi1jing1man2hai6me1la1,咁咧就係我唔知英文係咩啦
14,Gam2zung2zi1zau6hai6jat1go3hou2pou2tung1ngo5lam2ng5baat6leng4cek3ge3dei6fong1lo1mai6,咁總之就係一個好普通我諗五百零呎嘅地方囉咪
15,Jau5loeng5gaan3saam1hou2ci5loeng5gaan3fong2zung6jau5,有兩間三好似兩間房左右
17,M4hai6aa1gung1uk1aa1,唔係啊公屋啊
18,Hai6,係
19,Dang2ngo5lam2haa2sin1,等我諗下先
20,Ngo5,我
21,Dang2zan4sin1ngo5duk6siu2hok6luk6nin4kap1,等陣先我讀小學係六年級
22,Duk6zo2saam1nin4jau3zi6jyun2,讀咗三年幼稚園
23,Bi4bi4baan1ngo5lam2ja3zi6siu2jau5ja3saam1nin4la1,班我諗廿至少有廿三年啦
24,Jing1goi1hai6,應該係
25,Hai6aa1,係啊
26,ngo5aa1baa4zau6hai6hai2,我阿爸就係喺
27,Gwong2dung1ge3,嘅
28,Ngo2aa1maa1zau6hai6hong2zau1ge3,我阿媽就係嘅
29,M4zi1wo3,唔知喎
30,Ngo5ngo5aa1maa1laa4ngo5aa1maa1le1zau6hai6jing1goi1lei4zo2saam1sap6gei2nin4,我我阿媽啦我阿媽咧就係應該嚟咗三十幾年
31,Ngo5aa1baa4le1,我阿爸咧
32,Ngo5aa1baa4lei4zo2gei2noi6le1,我阿爸嚟咗幾耐咧
33,Ngo5lam2jau5sei3sap6nin4la3,我諗有四十年了
34,Ng6hai6la1,嗯係啦
35,Hai6lo1san1ji4ze1hai6keoi5dei6hai6san1ji4man4,係囉新移即係佢哋係新移民
36,Jau5mou5aa1,有冇啊
37,ngo5lam2jau5ge2,我諗有嘅
38,Ngo5lam2dou1san1,我諗都辛
39,Ngo5aa1maa1zau6gong2dak1bei2gaau3do1lo1jan1wai6gam2ji1di1tung4keoi5dei6loeng5go3zi1gaan3ge3gam2cing4gwaan1hai6dou1jau5gwaan1hai6,我阿媽就講得比較多囉因為咁呢啲同佢哋兩個之間嘅感情關係都有關係
40,Ze1man6tai4jau5gwaan1hai6,即係問題有關係
41,gam2zau6ngo5aa1maa1keoi5zau6,咁就我阿媽佢就
42,Jan1wai6jat1hoi1ci2keoi5hong4zau1go2bin1hai6gong2pou2tung1waa2ge3,因為一開始佢嗰邊係講普通話嘅
