NUM, PINYIN, EXPECTED
1,Ngo2giu3,我叫
3,Go3mai4saang1jat6sap6cat1,過埋生日十七
4,Heong1gong2,香港
5,dai3jat1dat1,第一撻
6,Teng1ngo2lou2dou3gong2jat1seoi3cin4hai2san1gaai3lo1,聽我老竇講一歲前係新界囉
7,Jat1seoi3mou2gei3jik1gaa3go2si4,一歲冇記憶㗎嗰時
8,Mou2ge2,冇嘅
9,Jyu4gwo2san1gaai3ge3waa2jat1seoi3cin4ze1hai6jat1nin4laa1jyu4go2gam2gai1,如果新界嘅話一歲前啫係一年啦如果咁計
10,Hai6lo1gau3go3jyut6waak6ze2jat1nin4,係囉九個月或者一年
11,Hai3bun1heoi3,係搬去東區
12,Gong1uk1lo1,公屋囉
14,Baa4baa1ge3waa2,爸爸嘅話
15,Ngo5lam2haa2cin1sai3go3zyu6,我諗吓先細個住梨木樹
16,Gan1zyu6maa1mi4ge1waa2hou2ci4hai6,跟住媽咪嘅話好似係
17,ze1hai6,柴灣啫係
18,ng6,嗯
19,Ze1hai6,啫係
21,baa4baa1waa3aa3je4go2aa3je4go2doi6ji5ging1lok6zo2lei4so2ji5,爸爸話啊爺嗰啊爺嗰代已經落咗嚟所以
22,M4zi1,唔知
23,Mou5,冇
24,mou5,冇
25,Zung1gwok3jan4,中國人
26,Mou5,冇
27,Nei5man6hai6man6ding6man6a1,你問係問東區定問柴灣呀
28,ge3waa2kei4sat6jing1goi1hai6jau4dou3wai4zi1dung1keoi1la1waak6gaai3zau6,東區嘅話其實應該係由小西灣到天后為之東區啦劃界就
29,Ji4caai4waan1ge3waa2kei4sat6hai3bau1maai4siu3sai1waan1ge3,而柴灣嘅話其實係包埋小西灣嘅
30,Jin4zi1hau3hau2heoi3dou3hang6faa1ceun1wai4zi5lo1jing1goi1,然之後口去到杏花村為止囉應該
31,Mou5,冇
32,M4sik1,唔識
33,Daa2din6waa2bei2uk1kei5jan4,打電話比屋企人
34,mou5mat1,冇乜
35,Jau5,有
