NUM, PINYIN, EXPECTED
1,zung1man2ding6jing1man2aa3,中文定英文呀
2,zung1man2zau6,中文就
3,haa6jing1man2zau6,吓英文就
4,haa2gang2hai6laa1m4tung1me1so4ge3,吓梗係啦唔通咩傻嘅
5,hou2gong2je5,好講野
7,m5aa6ji6zuk1ning4,五十二足齡
8,nguk1kei2nguk1kei2hou2do1jan4gaa3wo3,屋企屋企好多人架喎
9,maan6maan6sou2aa4naa4ngo5jau5aa3maa1laa1,慢慢數呀嗱我有阿媽啦
10,haa6ngo5jau5jau5go3lou5po4laa1,吓我有有我老婆啦
11,loeng5go3zai2laa1,兩個仔啦
12,jat1go3neoi2laa1,一個女啦
13,gam2gau3m4gau3ne1,咁夠唔夠呢
14,haa2zung6jau5di1me1dim2nguk1kei2ne1,吓仲有啲咩點樣屋企呢
15,nei5ge3jat1ding6ji6hai6hai6tung4jat1tung4jat1nguk1sim4haa6aa3jik1waak6hai6me1ne1,你嘅一定義係係同一屋簷下吖抑或係咩呢
16,o2gam2jat1zan6gaan1zoi3daap3go2go3man6tai4lo1hou2laa1gong2jyun4,哦咁一陣間再答嗰個問題囉好講完
17,haa2hoeng1gong2,吓香港
18,jau4maa4dei2,油麻地
19,jau4maa4dei2dong1nin4ge3jau4maa4dei2hai6gan6zyu6gwo2laan1,油麻地當年嘅油麻地係近住嗰欄
20,gam2zau6dou1zak1bin1hai6jau5go3hoi2pei4,咁就都側邊係有個海皮
21,mei6tin4hoi2ge3,未填海嘅
22,gam2go2dou6fu6gan6zau6zyu6zo2hou2do1go2di1seoi2soeng6jan4,咁嗰度附近就住左好多嗰啲水上人
23,zou6dang2syun4ge3,做躉船嘅
24,haa6gam2go2bin1ne1dong1nin4ne1zau6nguk1kei2fu6gan6ne1zau6jau5sik6zou2caan1ziu1tau4zou2sik6zou2caan1ne1jau5go3po4zai2,吓咁嗰邊呢當年呢就屋企附近呢就有食早餐朝頭早食早餐呢有個婆仔
25,aa3po4zai2zau6maai5di1hau2laap6saap3ge3,阿婆仔就買啲口垃圾嘅
26,haa6gam2gan1zyu6ne1zau6zung6jau5go3zau6jau5jat1dong3ne1zau6maai6di1ce1zai2min6ge3hou2zou2kei4ge3ce1zai2min6ge3,吓咁跟住呢就仲有個就有一檔呢就賣啲車仔麵嘅好早期嘅車仔麵嘅
27,gam2ce1zai2min6kei4sat6zau6zyu6ngo5dei6gaak3lei4go2dung6,咁車仔麵其實就住我地隔離嗰棟
28,zau6tung4maai4ngo5go2cang4ge3,就同埋我嗰層嘅
29,haa6so2ji3keoi5ziu1tau4zou2zing2ce1zai2min6ne1ngo5dei6zi1dou3,吓所以佢朝頭早整車仔麵呢我地知道
30,haa6gam2gan1zyu6zung6jau5jat1dong3ne1zau6maai6zyu1coeng4fan2ge3,吓咁跟住仲有一檔呢就賣豬腸粉嘅
31,haa6ziu1tau4zou2ne1ziu1ziu1zou2ne1gam2zau6di1zou2caan1ne1zau6jat1hai6zau6ce1zai2min6jat1hai6zau6zyu1coeng4fan2,吓朝頭早呢朝朝早呢咁早餐呢一係就車仔麵一係就豬腸粉
32,haa6gam2gan1zyu6fu6gan6ne1zung6jau5si6do1,吓咁跟住附近呢仲有士多
33,haa6gam2ne1si6do1ne1zau6jau5di1me1ne1jau5di1faa1naai5ge3go2go3giu3zou6me1ne1ze1lei2,吓咁咪士多呢就有啲咩呢有啲花奶嘅嗰個叫做咩呢啫喱
34,zau6hou2zeng3ge3,就好正嘅
35,fong3hok6ne1nei5haang4gwo3gaai1hau2ne1zau6jau5hou2do1di1jyu4daan2aa3gaa3lei1jyu4daan2aa3jau4jyu2aa3zyu1pei4go2di1sik6ge3,放學呢你行過街口呢就有好多啲魚蛋啊咖喱魚蛋魷魚啊豬皮嗰啲食嘅
36,zik1hai6jat1man1jat1cyun3gaa3ze1zau6hou2dai2sik6hou2zeng3ge3,即係一蚊一寸架姐就好底食好正嘅
37,haa6gam2gan1zyu6zau6jau5di1daan1ce1pou2ho2ji5zou1daan1ce1laa1,吓咁跟住就有啲單車舖可以租單車啦
38,gam2hai6laa1gaai1hau2si6do1ne1naa4je4je4go2zan6si4ne1zau6zeoi3zung1ji3hoeng2go2dou6maai6beng2gon1aa3haa6jiu3lei4siu1je2ge3,咁係啦街口士多呢嗱爺爺嗰陣時呢就最鍾意响嗰度買餅乾啊要黎宵夜嘅
39,haa6gam2zau6gwo3si4gwo3zit3ne1ngo5dei6ne1zau6fu6zaak3ngo5zau6fu6zaak3ceot1heoi3maai5hei3seoi2ne1,吓咁就過時過節呢我呢就負責我就負責出去買汽水呢
40,haa6zau6jiu3lei4zou6zit3ge3,吓就要黎做節嘅
41,haa6gam2gan1zyu6fu6gan6ne1zau6zung6jau5jat1gaan1me1ne1jau5jat1gaan1jau5gaan1joek6coi4pou2laa1,吓咁跟住附近呢就仲有一間咩呢有一間有間藥材舖啦
42,gan1zyu6jau5jat1gaan1zau6hou2lou5sik1ge3man4geoi6pou2laa1nei5ho2ji5hoeng2go2dou6maai6man4geoi6laa1zung6jau5bing1bam1bo1baan2ho2ji5maai6ge3,跟住有一間就好老式嘅文具舖啦你可以响嗰度買文具啦仲有兵乓波板可以响嗰度買嘅
43,haa6jau5hou2do1gu2ling4zing1gwaai3nei5jiu3zi6gei2heoi3sau2nei5zi2jiu3wan2ne1zau6wan2dou2hou2do1zing1ban2ceot1lei4ge3,吓有好多古靈精怪你要自己去狩你去揾呢你就揾到好多精品出黎嘅
44,haa6gam2go2zan6si4go3ne1haa6seng4go3go2go3go3se3keoi1ne1zau6hai6daai6gaa1hou2zip3gan6,吓咁嗰陣時個呢成個嗰個個社區呢大家好接近
45,aa3zung6jau5zik1hai6zung6jau5loeng5gaan1ne1hou2ceot1meng2ge3haa6nei5man6maa4maa4je4je4go2di1hou2cing1co2ne1,啊仲有即係仲有兩間呢好出名嘅吓你問嬤嬤爺爺嗰啲好清楚呢
46,zau6jau5jat1gaan1ne1zau6giu3wong4gan1gei3zau6sik6wan4tan1min6zau6hou2zeng3,就有一間呢就叫做王根記就食雲吞麵就好正
47,aa3ji4gaa1zung6hoeng2dou6ge3hoeng2gun1cung1gaai1si3bun1zo2heoi3gun1cung1gaai1si3laa3,啊而家仲响度嘅响觀涌街市搬左去觀涌街市喇
48,ling6ngoi6jat1gaan1ne1zoeng1gei3ne1aa3zau6jiu3lei4sik6zuk1ge3je6maan2siu1je6jau5zuk1sik6ge3,另外一間呢張記呢啊就要黎食粥嘅夜晚宵夜有粥食嘅
49,haa6ziu1tau4zou2ne1jik6dou1jau5ziu1tau4zou2sik6zuk1daan6hai6zau6m4sik6baak6zuk1ge3keoi5,吓朝頭早呢亦都有朝頭早去食粥但係就唔食白粥嘅佢
50,m4hai6baak6zuk1zyu1coeng4fan2ge3,唔係白晝豬腸粉嘅
