NUM, PINYIN, EXPECTED
1,m4sai2,唔使
3,hoeng1gong2,香港
4,sap6cat1seoi3,十七歲
5,zung1luk6,中六
6,hai6aa3hai6aam1aam1haau2jyun4si6,係啊啱啱考完試
7,o5de1di4maa1mi4laa1,我爹哋媽眯啦
8,zung6jau5jat1go3sai3lou2,仲有一個細佬
9,gam2heoi5ji4gaa1zau6hai6zung1sei3ge3,噉佢而家就係中四
10,hai6aa3hai6aa3,係啊係啊
11,hai6laa3,係喇
12,zau6hai6hai2hoeng1gong2li1jat1dou6,就係喺香港呢一度
13,hai6laa3hai6,係喇係喇
14,jat1cai4zyu6,一齊住
16,m4cing1co2daan6hai6o5je4je4maa4maa4jing1goi1hai6dou1hai6hai6,唔清楚但係我爺爺嫲嫲應該係都係係
17,m4zi1hai6mai6hoeng1gong2ceot1sai3daan6hai6dou1hai6hoeng1gong2daai6ge3,唔知係咪香港出世但係都係香港大嘅
18,mou5wo3,冇喎
19,siu2di1,少啲
21,siu2di1,少啲
22,tung1soeng4dou1hai6aa3baa4aa3maa1gong2gam2je4je4maa4maa4gung4gung1po4po2go2di1dou1siu2di1gong2hai6aa3,通常都係阿爸阿媽講噉爺爺嫲嫲公公婆婆嗰啲都少啲講係啊
23,hai6aa3hai6aa3hai6aa3hai6aa3,係啊係啊係啊係啊
24,ji5cin4sai3go3gin3do1di1lo1ji4gaa1zau6siu2zo2,以前細個見多啲囉而家就少咗
25,jan1wai6daai6zo2siu2zo2go3heoi3gaak3lei4gam2zau6siu2zo2gin3,因為大咗少咗去隔離噉就少咗見
26,jan1wai6o5duk6syu1dou1hai6hai2li1dou6fu6gan6gam2,因為我讀書都係喺呢度附近噉
27,daai6bou6fan6zyu6hai2dou6laa1gam2jau5di1zyu6jyun5di1,大部分住喺度啦噉有啲住遠啲
28,daan6hai6dou1hai6gau2lung4fu6gan6laa1hai6la1,但係都係九龍附近啦係啦
29,m4wui5ge3,唔會嘅
31,o5gok3dak1,我覺得
