0	hou2aa1	好___啦__
1	m4goi1saai3wo3	唔_該___嗮____喎__
2	hou2aa1	好___啦__
3		
4	hou2aa1	好___啦__
5		
6	hou2aa1	好___啦__
7	nei5zo2dai1sin1	你___咗__低___先___
8		
9	nei5uk1kei2jau5di1me1jan4gaa3	你___屋__企___有___啲__咩__人___架___
10		
11	nei5uk1kei2jau5di1me1jan4gaa3	你___屋__企___有___啲__咩__人___架___
12		
13		
14	hai6	係___
15		
16		
17		
18		
19		
20		
21		
22		
23		
24		
25		
26		
27		
28		
29	ngo4	哦___
30		
31		
32	hai6	係___
33		
34		
35		
36		
37		
38		
39	hou2aa1m4gan2jiu3laa1	好___啦__唔_緊___要___啦___
40		
41	nei5sik6mat1je5gaa3ping4si4	你___食___乜___嘢__架___平____時__
42		
43		
44		
45	waan2ne1go3	玩____呢__個__
46		
47		
48		
49	hou2aa1	好___啦__
50		
51	waa3gung1zai2wo3	嘩___公____仔___喎__
52		
53	hou2aa1	好___啦__
54	hou2aa1	好___啦__
55		
56		
57	cung1loeng4jiu3di1mat1je5gaa3	沖____涼_____要___啲__乜___嘢__架___
58	ne1go3me1lai4gaa3	呢__個__咩__嚟___架___
59	ne1go3	呢__個__
60		
61		
62		
63		
64	cung1loeng4	沖____涼_____
65		
66	hou2aa1	好___啦__
67		
68		
69		
70		
71	ne1go3so1tau4faat3gaa3	呢__個__梳__頭___髮____架___
72		
73	nei5jau5mou5so1tau4faat3gaa3gam1ziu1	你___有___冇___梳__頭___髮____架___今___朝___
74	jau5gaa3	有___架___
75		
76		
77		
78		
79	hou2aa1	好___啦__
80		
81		
82	ne1go3me1lai4gaa3	呢__個__咩__嚟___架___
83		
84		
85		
86		
87	nei5uk1kei2wui5m4wui5zi6gei2cung1loeng4gaa3	你___屋__企___會___唔_會___自__己___沖____涼_____架___
88	wui5gaa3	會___架___
89		
90		
91		
92	nei5jat1jat6cung1gei2do1ci3loeng4gaa3	你___一___日___沖____幾___多__次__涼_____架___
93		
94		
95		
96		
97	hou2aa1	好___啦__
98		
99	baai2hai2dou6	擺____喺___度___
100		
101	hou2aa1	好___啦__
102		
103	baai2keoi5hai2dou6lo1	擺____佢____喺___度___囉__
104	hou2aa1	好___啦__
105		
