NUM, PINYIN, EXPECTED
1,mai5sin1gam2lei5dei6jau5mou5mai1,唔係先咁你哋有冇咪啊
2,go3mai1zing6hai6ngo5zaa1jyu6ma3ze6hai6ngo5gong2dou5,個咪剩係我抓住咪剩係我講到
3,dou2gam2zi1hai6m4sai2ngo5zaa1zyu6la1,哦到哦咁即係唔洗我抓住啦
4,hai6mai6,係咪啊
5,gam2na1,咁囉
7,soeng1sing3ge3,雙姓嘅
8,lei5zi1dou6zung1gok3jan4ge3,你知道中國人嘅
9,sing3bit6hai6jau5di1hai6soeng1sing3ga1ma3,姓別有啲係雙姓㗎嘛
10,ngau1joeng4,歐陽
11,si1maa5,司馬
12,fan1bit6mai6za6hai6do1dou2lou1go3zi6la1,分別咪就係多咗囉個字啦
13,hon3zik1hai6hon3jan4leoi5bin6,漢即係漢人裡邊
14,soeng1sing3ge3jau5,雙姓嘅有
15,m4hai6gam3do1lo1,唔係咁多囉
16,sing3si1tou4waa4,姓司徒啊
17,si1maa5,司馬
18,ngau1joeng4aa3ni1je5,歐陽啊呢嘢
19,ze1ai6,即係
20,pou2tung1ge3,普通嘅
21,hon3jan4hai6hai6,漢人係係
22,za1hai6m4hai6jyu4go2lei5ngong2lei5gong2ngoi6zuk6ge3zau6,即係唔係如果你我諗你講外族嘅就
23,hou2sing3bit6zau6wui5,好姓別就會
24,do1go3jat1go3zi6,多過一個字嘅
25,pou2tung1hon3jan4jai6jau5can4lei5zoeng1wong4ho4aa3,普通漢人就有陳李張王何啊
26,ze1hai6daan1jik1,即係單一
27,daan1zi6ga1ma3,單字㗎嘛
28,haa6,係啊
29,gam2ngo5dei6hai6soeng1sing3ge3,咁我哋係雙姓
30,haa6,係啊
31,jat1gau2sei3baat3,一九四八
32,ze1hai6fu4haap6lei5ni1go3jiu1kau4,即係符合你呢個要求
33,luk6ciu1go3luk6sap6seoi3,六超過六十歲
34,lei5gong2,你講
35,ngo5go3gaa1ting4ge3,我個家庭嘅
36,jyu4go2ngo5zi6gei2gaa1ting4ge3,如果我自己家庭
37,zau6hai6,就係
38,fu6mou5soeng1can1la1,父母雙親啦
39,ngo5jau5ng5hing1dai6zi2mui6,我有五兄弟姐妹
40,haa6,係啊
41,ngo5hai6paai4dai6ji6,我係排第二
42,ngo5zau6hai2hoeng1gong2ceot1sai3ge3,我就喺香港出世嘅
43,haa6,係啊
44,du1hai6hai2hoeng1gong2,都係喺香港
45,haa6,係啊
46,ngo5hai2hoeng1gong2zyu6,我喺香港住
47,dou3,到
48,sap6,十
49,cat1seoi3,七歲
50,zau6heoi3ngoi6gok3duk6syu1,就去外國讀書
51,haa6,係啊
52,gon2si4ngo5hai6heoi3jing1gok3duk6syu1,嗰陣時我係去英國讀書
53,du1m4hai6,都唔係
54,m4hai6,唔係
55,jan1wai6ji5cin4hai6,因為以前係
56,hoeng1gong2hai6jing1gok3zik6man4dei6ma3,香港係英國殖民地啊嘛
57,gam2aa3jau5hou2do1,咁啊有好多
58,zoeng1gam1zok6gam1ge3,將金助金嘅
59,hai6,係
60,ji4gaa1dong1jin4mou5la1,而家當然冇啦
61,bat1za1hai6hau6kei4dong1jin4mou5la1,不即係後期當然冇啦
62,zou2kei4hou2do1di1gam2ge3gei1wui6ga3,早期好多啲咁嘅機會㗎
63,za1hai6,即係
64,keoi2dei6m4,佢哋唔
65,za1hai6jyu4go5lei5zi6gei5bei2cin2heoi3zau6gan5hai6gwai3la1haa6,即係如果你自己畀錢去就梗係貴啦
66,hai6,係
67,jing1gok3zing3fu2jau5hou2do1,英國政府有好多
68,ji5cin4jau5jat1go3giu3zou6,以前有一個叫做
69,jing1gwok3man4faa3hip3wui5,英國文化協會
70,keoi5dei6jau5hou2do1zoeng5hok6gam1haa6zoeng5hok6gam1ga3,佢哋有好多獎學金哈獎學金㗎
71,hoeng1gong2ji5cin4jau5hou2do1hok6saan1hai6,香港以前好多學生係
72,ni1go3jing1gok3man4faa3hip3wui5,呢個英國文化協會
73,zi1zo6heoi3go5duk6duk6syu1ga3,資助去個讀讀書㗎
74,ngo5hai2jing1gok3,我喺英國
75,duk6gou1zung1,讀高中
76,tung4maai4,同埋
77,tung4maai4daai6hok6lo1,同埋大學囉
78,ngo5daai6hok6hai6duk6ni1,我大學係讀呢
79,go3gei1hai6gung1cing4,個機械工程
80,gei1haai6gung1cing4,機械工程
81,ngo5hai6jat1gau2gau2ling4nin4,我係一九九零年
82,baat3jyut6lei4gaa1naa4daai6ge3,八月嚟加拿大嘅
83,gam2zik1hai6,咁即係
84,zip3gan6ji6sap6nin4la1,接近二十年啦
85,haa6haa6haa6,哈哈哈
86,zung1ji3,鍾意
87,zung1ji3haa6,鍾意係啊
88,ni1gaa1naa4daai6,因為加拿大
89,zyu6lok6lei5mai6zung1ji3lo1ze1hai6,住落你咪鍾意囉即係
90,keoi5hai6bei2gaau3soeng6,佢係比較
91,fut3lok6go3hoeng1gong2,闊落過香港啊
92,za1hai6mou5gam3,即係冇咁
93,jan4hau2mou5gam3zai1bei1lo1,人口冇咁擠逼囉
94,haa6,係啊
95,gaa1naa4dai6jau5gaa1naa4daai6ge3hou2,加拿大有加拿大嘅好
96,hou2ci3lo1haa5zi1hai6jat1bun1jan4dou1hai6,好處囉哈即係一般人都係
97,hoeng1gong2jau5hoeng1gong2hou2cyu3gaa1naa4daai6jau5,香港有香港好處加拿大有
