NUM, PINYIN, EXPECTED
1,ngo5hai6,我係
2,ji6ling4ling4sei3,二零零四
3,hai6,係
4,zeoi3sai3,最細
6,ji1dou6,依度
7,ngo5maa1mi1de1dei2go1go1tung4maai4ze2ze2,我媽咪爹哋哥哥同埋姐姐
8,ngo5m4zi1zan1hai6hai2bin1dou6bat1gwo3ngo5zi1dou6hai6hai2hoeng1gong2,我唔知真係喺邊度不過我知道係喺香港
9,m4zi1,唔知
10,maa1mi1hai6jan1wai4keoi5m4soeng2heoi3m4soeng2di1jan1wai4go3,媽咪係因為佢唔想去唔想啲因為個
11,jing1man4go2di1jan4wui2,英文嗰啲人會
12,go2go3wui2jyun4gan1zyu6zung1gwok3wui2lo2faan2hoeng1gong2gan1zyu6keoi5dei2bun1zo2heoi3ne1dou6,嗰個會完跟住中國會攞返香港跟住佢哋搬咗去呢度
13,jau5loeng5ci3,有兩次
14,zung1ji3,中意
15,ngo5zung1ji3ngo5mou5je5zung1ji3ge3,我中意我冇嘢中意嘅
16,jau5,有
17,m4hai6ngo5mei6heoi3gwo3hou2daai6go2di1hou2do1ci3gam3ngo5dou1gok3dak1m4sai3,唔係我未去過好大嗰啲好多次咁我都覺得唔細
18,hou2waan2,好玩
19,jau5,有
22,kei5ngo4hung4maau1maau1gau2go2di1,企鵝熊貓貓狗嗰啲
23,hou2do1ci3,好多次
24,zing6hai6ngo5ge3zing6hai6ngo5ge3,淨係我嘅淨係我嘅
25,ngo5zung1ji3waan2go2di1hai2go2di1,我中意玩嗰啲喺嗰啲
26,jau5jau5si4ze1,有有時啫
27,zung1ji3waan2go2di1,中意玩嗰啲
28,wui2heoi3wui2,會去會
29,go2zan6si4ngo5wui2heoi3hok6haau6gan1zyu6faan2nguk1kei5waak6ze2heoi3jat1zan6gan1zyu6faan2lai4,嗰陣時我會去學校跟住返屋企或者去一陣跟住返嚟
30,gan1zyu6wui2tai2syu1heoi3din6nou5go2dou6waak6ze2zou6gung1fo3bat1gwo3mou5gung1fo3,跟住會睇書去電腦嗰度或者做功課不過冇功課
31,zung1ji3,鍾意
32,ngo5zung1ji3go2di1jau5jau5di1go2di1jau5go2di1,我鍾意嗰啲有有啲嗰啲有嗰啲
33,hoeng1gong2,香港
34,ngo5zeoi3zung1ji3heoi3jan1wai4ngo5wui2pui4ge3heoi3,我最鍾意去因為我會陪嘅去
35,ngo5dou1hou2zung1ji3ne1dou6,我都好鍾意呢度
36,jau5,有
37,jau5,有
38,jan1wai4ngo5,因為我
39,jau5si4jan1wai4keoi5dei2dou1m4gan6m4zyu6gam3gan6ge3,有時因為佢哋都唔近唔住咁近嘅
40,mou5gam3do1jau5si4ngo5heoi3ngo5pang4jau5go2dou6bat1gwo3dou1hou2jyun5aa1,冇咁多有時我去我朋友嗰度不過都好遠呀
41,ji5cin4,以前
43,tai2syu1fan3gok3waan2pui4ngo5gwo2di1heoi3din6nou5go2dou6,睇書訓覺玩陪我果啲去電腦嗰度
44,wui2tai2syu1hai2go2dou6ge3,會睇書喺嗰度嘅
46,soeng5mong5,上網
47,siu2siu2ze1,少少啫
48,m4hai6gam3hou2,唔係咁好
49,jing1man4,英文
50,soeng5jat1bun2jat1go3syu1giu3zou6hai6di1lung4,上一本一個書叫做係啲龍
51,ngo5mou5gam3do1,我冇咁多
52,ngo5zau6gam3heoi3go3si3haak3wan2di1jan4pui4keoi5dei2waan2,我就咁去個試吓搵啲人陪佢哋玩
53,ngo5zung1ji3daa2laam4kau4bat1gwo3,我鍾意打籃球不過
54,mou5zing6hai6zung1ji3daa2laam4kau4mou5gam3do1dai6ji6di1,冇淨係鍾意打籃球冇咁多第二啲
55,jau5jau5jau5hai6,有有有係
56,siu2tai4kam4,小提琴
57,jau5jat1leon4wui2gong3kam4jiu3haau2si3,有一輪會鋼琴要考試
61,jau5jau5,有有
62,ngo5gok3dak1jau5di1hou2jau5di1hou2,我覺得有啲好有啲好
64,ng5luk6hai6m4hai6gam3zung1ji3tung4go3,五六係唔係咁鍾意同個
65,go3ng5luk6go3hou2zung1ji3,個五六個好鍾意
66,hou2do1baak6jan4,好多白人
68,ngo5zing6hai6zung1ji3jan1wai4ngo5wui2gin3dou3ngo5di1pang4jau5,我淨係鍾意因為我會見到我啲朋友
69,jau5si4,有時
70,pui4keoi5dei2gong2je5waak6ze2waan2daa2laam4kau4go2di1,陪佢哋講嘢或者玩打籃球嗰啲
71,sei3sei3,四四
74,tung4maai4,同埋
75,mou5,冇
76,jau5,有
78,wui2giu3keoi5dei2ceot1heoi3waak6ze2heoi3go2dou6,會叫佢哋出去或者去嗰度
79,gong2taai3do1,講太多
80,jau5si4wui2jau5di1,有時會有啲
82,hou2siu2ceot1heoi3waan2,好少出去玩
83,jau5si4ze1,有時啫
84,ngo5dei2mou5,我哋冇
85,jau5si4zung1ji3jau5si4m4soeng2,有時鍾意有時唔想
86,gwok3jyu5,國語
88,min6,麵
89,wan4tan1,雲吞
90,jau5jat1loeng5go3zung1ji3ge3,有一兩個鍾意嘅
91,jau5tung4maai4,有同埋
92,m4gei3dak1zo2,唔記得咗
93,jau5,有
94,jau5mou5jat1go3ci3sing4jat6ngo5zung1ji3haa1gaau2siu1maai6gwo2di1,有冇一個次成日我鍾意蝦餃燒賣果啲
97,hai6hou2siu2zi1dou6hou2siu2zi1zung1man4waak6ze2faat3man4gwo2di1,係好少知道好少知中文或者法文果啲
98,siu2siu2,少少
100,go2dou6jau5do1di1jau5do1di1hoi1zo2do1di1,嗰度有多啲有多啲開咗多啲
101,jau6do1jau5do1di1ngo5gok3dak1tung4maai4,又多有多啲我覺得同埋
102,mou5gam3do1,冇咁多
103,jau5jau5si4gok3dak1,有有時覺得
104,mou5gam3do1,冇咁多
105,jau5si4,有時
106,gong2zung1man4,講中文
107,jau5,有
109,ngo5gok3dak1jau5si4,我覺得有時
110,ngo5m4zi1,我唔知
111,bat1gwo3jan1wai4ngo5dei2hai6ngo5dei2jiu3coeng3go3zan6si4sin1ngo5wui2gin3dou3,不過因為我哋係我哋要唱個陣時先我會見到
