NUM, PINYIN, EXPECTED
1,O5giu3zou6,我叫做
2,Ngo5jat1gau2ng5sei3lin4ceot1sai3gam2,我一九五四年出世啊
3,Ngo5hai6ng5sap6sei3seoi3,我係五十四歲
4,Ngo5jau5luk6hing1dai6zi2mui3tung4maai6baa4baa1maa4maa1,我有六兄弟姊妹同埋爸爸媽媽
5,o5go4go1,我哥哥
6,ngo5jau5loeng5go3go4go1,我有兩個哥哥
7,ngo5dai6saam1,我第三
8,Ngo5hai2Hoeng1Gong2,我喺香港
9,Me1dai6jat1zyu6a3,乜第一住啊
10,Hoeng1gong2,香港
11,O4ngo5zyu6hai2e3sai3go3hou2sai3gon2si4le1zau6zyu6hai2muk6uk1keoi1,我住喺細個好細個時咧就住喺木屋區
12,Ze1hai6go2di1muk6uk1la1,即嗰啲木屋啦
13,Gam2jin4hau6le1lau1mei1luk6ng5seoi3luk6seoi3gon2si4le1,咁然後咧後尾六五歲六歲嗰時咧
14,zau6bun1zo2heoi3saai2zi3keoi1Ze1hai6le1,就搬咗去徙置區即係咧
15,zing3fu2ge3uk1,政府嘅屋
16,Zing3fu2lin4go3uk1,政府來個屋
17,giu3zou6saai2zi3keoi1hai2gun1tong4,叫做徙置區喺觀塘
18,Sang1wut6aa3Hou2kung4lo1,生活啊好窮囉
19,gam2le1e3,咁咧
20,jat1gaan1fong2zau6daai6joek3hai6ji6baat3cek3dou2la3Gam2a3zyu6baat3go3jan4,一間房就大約係二百呎到啦咁啊住八個人
21,Gam2a3mou5ci3so2lo1ci3so2hai6gung1gung6ge3gam2,咁啊冇廁所囉廁所係公共嘅
22,Gam2baa4baa1zau6faan1gung1Gam2maa1mi4zau6wui5hai2uk1kei1cau3ngo5dei6lo1,咁爸爸就返工咁媽咪就喺屋企湊我哋囉
23,ngo5ji4gaa1zyu6hai2Gaa1Laa4Daai6,我而家住喺加拿大
24,Zyu6bin1zung2uk1a3ngo5zyu6hai2go3,住邊種屋啊我住喺個
25,Ngo5ji4gaa1tung4ngo5go3zoeng6fu1tung4maai6ngo5go3leoi2zyu6zau6zyu6hai2li1go3jat1lin4,我而家同埋我嗰丈夫同埋我個女住就住喺呢個一年
26,la1jau5m4hai6dak6bit6zung1ji3,啦又唔係特別鍾意
27,Hai2,喺
28,Bin1zung2jan4a3Me1jan4dou1jau5ge2Jau5hou2do1hai6dung1aa2jeoi3ge3jan4la1,邊種人啊乜人都有嘅有好多係東亞瑞嘅人啦
29,jau5aa3baak6jan4la1jau5haak1jan4la1,有啊白人啦黑人啦
30,hou2dou1hou2,好啊都好
31,hou2aa3,好啊
32,hou2hou2do1,好好多
34,Ngo5baa4baa1maa4maa1ngo5baa4baa1le1ngo5baa4baa1maa4maa1dou1hai6zung1gok3,我爸爸媽媽我爸爸咧我爸爸媽媽都喺中國
35,Zung1gok3saan1tau4go2bin1,中國汕頭嗰邊
36,Hai6,係
37,Jan1wai6le1gon2si4zung1gok3daa2zoeng3,因為咧嗰陣時中國打仗
38,Gam2le1jau5gung6caan2dong3lei4la1gam2jin4hau6le1,咁咧又共產黨來啦咁然後咧
39,zau6daa2zoeng2daa2dak1hou2sai1lei4Gam2hou2do1jan4le1,就打仗打得好犀利咁好多人咧
40,dou3tou4laan4le1tou4zo2heoi3Hoeng1Gong2,都逃難啦逃咗去香港
41,Ngo5m4zi1wo3,我唔知喎
42,Bat1gwo3hai6hou2hau6saang1ga3ngo5lam2,不過係好後生㗎我諗
43,ji6sap6seoi3sap6leng4ji6sap6seoi3gam2joeng2,二十歲十零二十歲咁樣
44,Bat1go2ngo5m4zi1dou3,不過我唔知道
45,Dim2gaai2ji4man4lei4Gaa1Laa4Daai6a3,點解移民來加拿大啊
46,Ngo5go3zoeng6fu1le1hai2Gaa1Laa4Daai6duk6syu1ge2,我個丈夫咧喺加拿大讀書嘅
47,Gam2keoi5bat1zo2jip6zi1hau6le1zau6faan1zo2Hoeng1Gong2la1,咁佢畢咗業之後咧就返咗香港啦
48,Gam2jin4hau6le1faan1zo2lei5gam2keoi5zau6ngo5dei6zung1ji3ni1di1,咁然後咧啊返咗嚟咁佢就我哋鍾意呢啲
49,hou2hoeng1cyun1go2di1sang1wut6ge3Gam2,好鄉村個啲生活嘅咁
50,Gaa1Laa4Daai6le1ge3sang1wut6le1zau6bei2Hoeng1Gong2mou5gam3mou5gam3mong3lo1tung4maai6,加拿大咧嘅生活咧就畀香港咁冇咁忙囉同埋
51,do1di1,啊多啲
52,do1di1hung1gaan1la1do1di1dei6fong1la1,多啲空間啦多啲地方啦
53,tung4maai6di1tin1hei3jau6hou2syu1fuk6la1jau6,同埋啲天氣又舒服啦又
54,Jau6hou2leng3la1gam2so2ji5ngo5dei6mai6ji4man4go3lei4lo1,又好靚啦所以我哋咪移民過來囉
55,Ze1hai6hoi1ci2gon2si4laan4m4laan4a3,即係開始嗰時難唔難啊
56,laan4ga3gam2le1,難㗎咁咧
57,co1co1lei4gon2si4ngo5dei6jau5jat1go3leoi2la1loeng5seoi3la1,初初嚟嗰陣時我哋有個女啦兩歲啦
58,Gam2ngo5dei6le1loeng5go3dou1hai6,咁我哋咧兩個都係
59,mou5cin2ge3,冇錢嘅
60,Gam2so2ji5ngo5dei6hai6zou6je5ge3Gam2ngo5dei6dou1jiu3le1,咁所以我哋係做嘢嘅咁我哋都要咧
61,ci4zo2zik1,辭咗職
62,Gam2jin4hau6zau6gwo3lei4Gam2so2ji5go2dou3go3lei4le1zau6jiu3hoi1ci2,咁然後就過來所以過到過嚟咧就要開始
63,zi6gei2wan2je5zou6la1,自己搵嘢做啦
64,Gam2a3zi6gei2wan2je5zou6gam2a3,咁啊自己搵嘢做咁
65,ngo5go2di1gung1le1zau6wan2m4dou2ge3,我嗰啲工咧就搵唔到嘅
66,Jan1wai6le1ngo5hai6zou6go2di1,因為咧我係做嗰哋
67,gung1gwaan1,公關
68,Gam2ngo5wan2m4dou2gung1zou6,咁我搵唔到工做
69,Gam2ne1,咁咧
70,waak6ze2ngo5m4hai2li1bin1sik1,或者我唔喺呢邊
71,m4wui5sik1hap6wan2dou2jan1wai6ngo5go2go3,唔會適合搵到因為我嗰嗰
72,jin4jyu5le1,英語咧
73,go3lang4lik6le1mou5gam3hou2la1Gam2so2ji5le1,嗰能力咧冇咁好啦咁所以咧
74,zau6jiu3wan2jat1di1le1,要搵搵一啲咧
