NUM, PINYIN, EXPECTED
1,ngo5giu3,我叫
2,jeong4ging3cung1,楊敬聰
4,ngo5hai6jat1gau2gau2saam1nin4ceot1sai3,我係一九九三年出世
5,ji6sap6ji6sap6saam1seoi3,二十一二十三歲
6,ngo5go3nguk1kei5jau5ngo5go3lou5ngo5go3maa1,我個屋企有我個老豆我個媽
7,ngo5dei6jau5leong5go3ngo5jau5leong5go3daii6gaa1ze2,我地有兩個我有兩個大家姐
8,hai6jau5,係仲有
9,do1leong4do1ceot1sai3,多倫多出世
10,gaa1naa4daai6,加拿大
11,ngo5ng4gei3dak1go2di1zung1man4hai6me1,我唔記得嗰啲中文係咩
12,gei3dak1hai6sing3,記得係姓
13,go3dei6fong1,個地方
14,go3jau5hou2do1jan3dou6jan4hou2do1zung1gwok3jan4bat1gwo3hou2siu2gwai2lou2hai2go2dou3zyu6,個有好多印度人好多中國人不過好少鬼佬喺嗰到住
15,zi1hau6bun1zo2,之後搬咗
16,uk1lei4ji1dou3ji4gaa1,屋嚟依到而家
17,zyu6gan2,住緊
20,ngo5hai2ji1dou3hou2ci5gau2nin4,我喺依道好似九年
21,gau2nin4baan1hai2ji1dou3zyu6,九年班喺依道住
22,heoi5dei6jau5daai3ngo5heoi2go2dou3dei6fong1gwo3ng4gei3dak1go2go2di1go3meng4,佢哋有帶我去嗰道地方不過唔記得嗰嗰啲個名
23,jing1goi1hai6heong1gong2,應該係香港
24,hai6zeoi3do1ngo5dak1gong2,係最多我得講
26,ngo5ng4zi1ngo5go3gung1gung1sei2zo2go2go3si4gaan3ngo5ceot1sai3,我唔知我個公公死咗嗰個時間我出世
27,ngo5go3maa4maa4hai6gai3zuk6zyu6hai2mei5gwok3,我個嫲嫲係繼續住喺美國
28,bat1gwo3heoi5dei6ceot1sai3jing1goi1hai6heong1gon2zung1saan1go3dei6fong1,不過佢地出世應該係香港中山個地方
29,heoi5dei2lam2gan2gaa1naa4daai6hai6jau5hou2jung4ji6joeng5zai2neoi5,佢哋諗緊加拿大係有好容易養仔女
30,jan1wai6go2go3si4gaan1goeng1gong2jau5hou2do1,因為嗰個時間香港有好多
31,hou2do1je5faat3gan2hai6mai1,有好多嘢發緊係咪
32,so2ji5heoi5dei2lam2zo2aa3,所以佢哋諗左呀
33,lei6gaa1naa4daai6,蒞加拿大
34,gok3dak1ji1go3dei6fong1zou6gung1hai6jung4ji6di1,覺得依個地方做工係容易啲
35,ho2ji5cyou5cin2,可以儲錢
36,ho2ji5wan2dou3di1nguk1hai6daai6di1,可以搵到啲屋係大啲
37,hai6aa1,係呀
38,heoi5dei2jau5bat1gwo3ng4hai6gei3dak1gam2do1,佢哋有不過唔係記得咁多
39,heoi5dei2ngo5zi1dou3go3ngo5go3je4je4hai6zou6jat1go3sin1saang1,佢哋我知道個我個爺爺係做一個先生
41,hai2go2go3si4gaan1heoi5gok3dak1aa1heoi3mei5gwok3heoi3gaa1naa4daai6hai6hou2di1,喺嗰個時間佢覺得呀去美國去加拿大係好啲
42,bat1gwo3heoi5lei6lei6ji1dou3taai3naan4wan2gung1,不過佢蒞蒞依道太難搵工
43,so2yi5ngo5go3maa4maa4zou6zo2jat1go3,所以我個嫲嫲做咗一個
44,zou6di1saam1go2di1je5,做啲衫嗰啲嘢
45,ngo5gei2zung1ji3,我幾鍾意
47,bat1gwo3ngo5gok3dak1ji1dou3hai6hai6jan1wai6ngo5hai2ji1dou3zyu6ngo5hai2ji1dou3zing2daai6,不過我覺得依道係係因為我喺依到住我喺依道整大啲
48,ngo5gok3dak1hai6hou2pou2tung1,我覺得係好普通
49,kei4sat6jau55hou2do1zung1gwok3jan4maai5wan2ji1go3dei6fong1jan1wai6go3hok3haau6seng4jat6jau5di1ceoi3gou1fan1,其實有好多中國人買搵依個地方因為個學校成日有啲最高分
50,so2yi5seng4jat6ji1nin4jau5hou2do1jan4dei2hou2do1zung1gwok3jan4maai5gan2ji1di1nguk1,所以成日依年有好多人哋好多中國人買緊依啲屋
51,hai6aa1,係呀
52,ji5cin4jau5hou2do1gwai2lou2,以前有好多鬼佬
53,hai6aa1,係呀
54,hai6aa1seng4jat6heoi3leoi5leoi5haang4,係呀成日去旅旅行
55,hoei3mei5gwok3,去美國
56,mou5lam2ji1di1je5,冇諗依啲嘢
57,jan1wai6ngo3gok3hou2wan2hou2naan4wan2gung1,因為我覺得美國好搵好難搵工
58,tung4maai4go2di1,同埋嗰啲
59,go2di1jan4dei6,嗰啲人哋
60,ng4hai6gam3do1jan4hai2jat1go3dei6fong1wui2zyu6,唔係咁多人喺一個地方會住
61,wui2zung1ji3,會鍾意
63,jau5seng4jat6hai6mai6ji1dou3hai6aa1,有成日係咪依道係呀
64,seng4jat6tung4cyun4bou6di1pang4jau5ping4si4hai6gwai2lou2hai6,成日同全部啲朋友平時係鬼佬係
65,bun3go3hai6zung1gwok3jan4,半個係中國人
66,bat1gwo3cyn4bou6hai6do1fai3hai6jing1man5gong2gan2je5di1pang4jau5,不過全部係多費係英文講緊嘢啲朋友
67,ngo5dei2wui5daa2laam4kau4ceot1gaai1diu3jyu4haang4gaai1maai5saam1king1gai5,我哋會打籃球出街釣魚行街買衫傾偈
69,tai2di1hei3nei1di1hou2pou2tung1je5hai6mai6,睇啲戲呢啲好普通嘢係咪
70,zeoi3do1hai6ngo5dou3hok6haau6,最多係我道學校
71,daai6hok6go3si4gaan3,大學個時間
72,ngo5wui5tung4jan4dei6kau1tung1ceot1gaai1sik6je5,我會同人地溝通出街食嘢
73,gin3min6,見面
74,sin1ngo5ngo5dak1sik1heoi5dei6,先我我得識佢地
75,ping4si4hai6,平時係
76,go2go3dei6fong1jau5zeoi3do1di1sik6mat6dei6fong1,嗰個地方有最多啲食物地方
77,tung4maai4,同埋
78,jau5di1zing6di1dei6fong1ho2ji5king1gai5,有啲靜啲地方可以傾偈
79,saang1wut6hai6me1,生活係咩
80,ji1dou3gaa1naa4daai6ping4si4nei5hai6sai3lou6zai2jat1go3,依道加拿大平時你係細路仔一個
81,ngo5wui5faan1faan1hok6ziu1tau4zou2je6maan5haak1ngo5wui5heoi3tung4di1ngo5di1pang4jau5,我會返返學朝頭早夜晚黑我會去同啲我啲朋友
82,daa2bo1tek3bo1,打波踢波
83,daa2laam4kau4,打籃球
84,tung4maai4caai2daan1caai2daan1ce1,同埋踩單踩單車
85,hai6aa1,係呀
86,ngo5zi1ji1dou3ngo5gaa1naa4daai6jan4dei6seng4jat6wui4,我知依道我加拿大人哋成日會
87,ngo5hai2ji1dou3yu6bat1gwo3ngo5wui4seng4jat6teng1dou3ngo5di1pang4jau5heoi3heong1gong2,我喺依道住不過我會成日聽到我啲朋友去香港
88,heoi5dei6mou5mat1gaai3siu6ngo5heoi5dei2wui4zou5me1,佢哋冇乜介紹我佢哋會做咩
89,heoi5dei2faan1lei6ji1dou3ji1go3si4gaan1heoi5ng4wui4gong2heong1gong2je5,佢哋返蒞依到依個時間佢唔會講香港嘢
90,mou5mat1,冇乜
91,siu2siu2je5hai6nei5jiu3seng4jat6sai2dei6haa5,少少嘢係你要成日洗地下
92,ceot1min6jiu3caan2caan2cou2,出面要剷剷草
93,ling1go2di1laap6saap3ceot1ceot1heoi3,拎嗰啲垃圾出出去
94,mou5mat1je5ji1dou6gaa1naa4daai6hou2hou2jung4ji6ngo5gok3dak1,冇乜嘢依道加拿大好好容易我覺得
96,hou2ngo5dei6maan5maan5wui5sik6je5,好我哋晚晚會食嘢
97,go2di1si4gaan1ngo5ng4hai6ceot1gaai1sik6faan6,嗰啲時間我唔係出街食飯
98,ngo5wui5faan1lei6tung4ngo5lou5dau6ngo5go3maa1mi4sik6aan3faan6,我會返蒞同我老竇我個媽咪食晏飯
99,me1wui5,咩會
100,hou2ngo5dei6hou2ngo5dei6hou2kan5me1wui5gon2ngo5go3sam1lam2gan2me1,好我地好我地好近咩會講我個心諗緊咩
101,hai6mai6,係咪
103,wui2aa1,會呀
104,mou5mat1je5wui2nik1maai4,冇乜嘢會匿埋
105,bat1gwo3jau5di1je5ng4wui2tung4geoi5dei6gong2,不過有啲嘢唔會同佢哋講
106,hou2ci5ngo5di1hou2kan5go2di1sam1je5,好似我啲好近嗰啲深野
107,ng4wui2gong2,唔會講
108,ngo5tung4ngo5di1zeoi3kan5di1pang4jau5,我會同我啲最近啲朋友
109,ngo5go3neoi5pang4jau5ho2nang4wui5gong2,我個女朋友可能會講
110,aa1ngo5jau5,呀我有
111,ngo5go3lou5dau6jau5,我個老竇有
112,hou2zou2gaai3siu6ngo5zou6ji1saang1,好早介紹我做醫生
113,bat1jan1wai4ngo5go2go3,不因為我嗰個
114,ngo5di1ngo5kau3fu2hai6mai1,我啲我啲舅父係咪
115,heoi5dei6cyun4bou6zou6ji1di1leong4jau5go3jat6,佢哋全部做依啲糧有個日
116,ngo5jau5tung4ngo5lou5dau3gong2ngo5seong2zou6jat1go3,我有同我老竇講我想做一個
117,bat1gwo1heoi5jau5tung4ngo5gong2tung4faan1ngo5gong2,不過佢有同我講同返我講
118,ng4dak1,唔得
119,jan1wai6ngo5ngo5dei6nguk1kei2go2di1jan4mat1go3jan4ng4hai6,因為我我哋屋企嗰啲人乜個人唔係
121,ji4gaa1ngo5duk6gan2,而家我讀緊
122,duk6gan2ngan4hong4syu1,讀緊銀行書
123,ngan4hong4zou6je5hai6aa1,銀行做嘢係呀
126,kei4sat6hai6baat3nin4baan1ngo5jau5,其實係八年班我有
127,seong5tong4jau5soeng5ji1di1tong4,上堂有上依啲堂
128,ngo5gok3dak1waa1ji1di1tong4hai6gei2gei2hou2deoi3ngo5,我覺得嘩依啲堂係幾幾好對我
129,jiu3jung6hou2do1nou5,要用好多腦
130,jiu3jung6ngo5go3nou5lam2je5,要用我個腦諗嘢
131,hou2do1bat1gwo3,好多不過
132,ngo5go3lou5dau6jau5seng4jat6bik1ngo5,我個老竇有成日逼我
133,duk6go2di1ji1saang1je5,讀嗰啲醫生嘢
134,so2ji5ngo5jau5,所以我有
