NUM, PINYIN, EXPECTED
1,ngo5giu3zou6,我叫做
2,ngo5hai6jat1gau2ng5ling4lin4ceot1sai3,我係一九五零年出世
3,gam2ngo5gai3dat1dou5la1ngo5ji4gaa1hai6ng5sap6,咁我計得到啦我依加係五十
4,ng5sap6cat1ng5sap6baat3seoi3,五十七嵗五十八歲
5,lei5gong2hai6ngo5,你講係我
6,jyun4san1gaa1ting4,原生家庭
7,ji1gaa1li1go3gaa1ting4,依加哩個家庭
8,ji4gaa1ngo5gaa1ting4mai6ng5go3jan4lo1,依加依我個家庭咪五個人囉
9,gam2saa1ngo5ngo5go3,咁生啊我我個
10,sin1saang1tung4maai4ngo5saam1go3zai2leoi5la3,先生同埋我嗰三個仔女
11,hoeng1gong2gaa1ting4hai6jau5cat1go3jan4la1,香港家庭啊係有七個人啦
12,baa4baa1maa4maa1tung4maai6ng5hing1dai6zi2mui6,爸爸媽媽同埋五兄弟姊妹
13,ngo5hai6dai6saam1zung1gaan1,我係第三中間
14,hai2hoeng1gong2,啊係香港
15,m4hai6,唔係
16,hai6zung1gok3,係中國
17,heoi3daa2jyun4zoeng3zi1hau6ngo5lam2hai6,去打完仗之後我諗係
18,sei3,四
19,sei3,四
20,sei3sei3,四四
21,o5lam2sei3luk6lin4gam2,我諗四六年咁
22,jat1gau2sei3luk6lin4dou6la3,一九四六年倒啦
23,zyu6hai2e3hoeng1gong2sai1waan4,住係香港西環
24,hai2bin6bin1zung2uk1aa3,係邊邊種屋啊
25,zyu6hai2go2di1giu3zou6,住係嗰啲叫做
26,gei2cang4uk1ge3gau6,幾層屋嘅舊
27,gei2cang4ge3gau6uk1lo1,幾層嘅舊屋囉
28,hai6hou2ci3o5lam2hai6,係好似我諗係
29,sei3m5cang4gou1ge3uk1,四五層高嘅屋
30,jat1lau2,一樓
31,daan6hai6hou2sai3go3gon2si4,但係我好細個嗰陣時
32,ngo5lam2hou2sai6,我諗好細
33,zi1hau6zau6heoi3zo2,之後就去咗
34,hoeng1gong2zai2,香港仔
35,zau6hai6zyu6hai2jat1di1,就係住係一啲
36,sei3cang4lau5ge3uk1go2dou6,四層樓嘅屋嗰到
37,jat1gau2baat3baat3jat1nin4,一九八八一年
38,jat1gau2baat3jat1nin4,一九八一年
39,ngo5dei6jat1bun1lei4li1dou6,我點解搬黎哩到
40,jam1wai6ngo5ngo5git3fan1maa3,因爲我我結婚嘛
41,git3fan1gam2mai6bun1zo2lei4li1dou6lo1,結婚咁咪搬咗黎哩到囉
42,jam1wai6ngo5sin1saang1hai2dou6zou6gung1aa1maa3,因爲我先生係哩到做工架嘛
43,hai6aa3hai6hoeng1gong2sik1ga3,係啊係香港識架
44,maan6maan5sik1jing3,慢慢適應
45,jau6m4hai6hou2naan4sik1jing3bat1go3go2zan6si4,又唔係好難適應不過嗰陣時
46,hou2siu2jan4li1dou6hou2siu2zung1gok3jan4,好少人哩到好少中國人
47,gam2so5ji3le1zau6,咁所以呢就
48,zei1jik6dou1mou5gam3do1zung1gok3ge3je5sik6aa3,啫係亦都冇咁多中國嘅嘢食啊
49,gam3do1zung1gok3je5maai2aa3,咁多中國嘢買啊
50,tung4maai6m4hai6gam3do1pang4jau5,同埋唔係咁多朋友
51,gam2maan6maan5jyut6lei4jyut6do1zung1gok3jan4,咁慢慢越黎越多中國人
52,zau6zei6ji6sik1jing3hou2do1lo1zei1,就啫係易適應好多囉啫係
53,zei1do1di1wut6dung6gam2a3go3jan4hoi1sam1hou2do1lo1,啫係多啲活動咁個人開心好多囉
54,mat1je5gu3si6bin1fong1min6,乜嘢故事啊邊方面
55,naan4sik1jing3gon2si4,難適應嗰陣時
56,go2gon2si4hai6,嗰嗰陣時係
57,hou2zing6laa1lei4dou3,好靜啦黎到
58,gam2a3m4hai6hou2sik1jan4la1,咁啊唔係好識人啦
59,gam2a3mui5jat6dou1jiu3dang2ngo5sin1saang1fong3gung1faan1lei4sin1zi3tung4ngo5heoi3gaai1la1,咁啊每日都要等我先生放工翻黎先至同我去街啦
60,ngo5jau5m4sik1zaa1ce1laa1,我又唔識揸車啦
61,jau5mou5me1pang4jau5la1,又冇咩朋友啦
62,gam2jam1wai6gam2,咁因爲啊咁
63,gam2hai6hou2hou2hou2mun6ge3,咁係好好好悶架
64,gam2hou2do1si4dou1zi6gei2hou2zing6gam2,咁好多時都自己好靜咁
65,co2hai2jat1go3gok3lat1tau2go2dou6,坐係一個角落頭嗰到
66,tung4maai6gaan1uk1jau6daai6la1zau6hou2ci5,同埋間屋又大啦就好似
67,hou2hou2hou2geng1gam2lo1,好好好驚咁囉
68,lei5gong2zei1ngo5git3fan1zi1cin4,你講啫係我結婚之前
69,git3fan1zi1cin4ngo5hai6jau5go3gaau3si1lei4ge3,黎之前我係一個教師黎嘅
70,ngo5hai6mou5zou6gung1ge3,我係冇做工架
71,ji4gaa1hai6,依加係啊
72,ji4gaa1dou1hai6zou6jat1di1ge6gung1gam2joeng5,依加都係做一啲嘅工咁樣囉
