NUM, PINYIN, EXPECTED
1,ngo5giu3zou6,我叫做
2,ngo5hai6jat1gau2sei4gau2lin4,我係一九四九年
3,gam1lin5luk6sap6jat1seoi3,今年六十一歲
4,go3zo2luk6sap6jat1ga3la3kei4sat6,過咗六十一㗎啦其實
5,ngo5nguk1kei5le1,我屋企咧
6,lei5gong2nguk1kei5hai6ngo5ji4gaa1,你講屋企係我而家
7,ji4gaa1ni1dou6haa5,而家呢度吓
8,gam2ngo5jau5ngo5taai3taai2la1tung4maai4jau5loeng5go3neoi5,咁我有我太太啦同埋有兩個女
9,daan6hai6loeng5go3leoi5du1gaa3zo2,但係兩個女都嫁咗
10,cyun4bou6,全部
11,hai2saai3ngoi6bin6ga3la3,喺晒外邊㗎啦
12,so2ji5gaan1uk1kei5jau5dak1ngo5tung4ngo5taai3taai2ga3ze1ji4gaa1,所以間屋企就得我同我太太㗎啫而家
13,zau6di1gaa1ting4hai6dim2joeng5,就啲家庭係點樣
14,gam2joeng1gam2,哦咁樣樣咁
15,o5ji5cin4o5dei6uk1kei5le1zau6kei4sat6jau5luk6,我以前我哋屋企咧就其實有六
16,go3jan4la1ngo5baa4baa1maa4maa1la1,個人啦我爸爸媽媽啦
17,gam2jin4hau6ngo5dei6jau5sei3hing1dai6zi2mui6,咁然後我哋有四兄弟姊妹
18,gam2zau6saam1go3zai2,咁就三個仔
19,zau6jat1go3leoi5,就一個女
20,gam2ngo5paai4daai6ji6ge3,咁我排第二嘅
21,gam2ngo5go3mui5hai6dai6saam1ge3,咁我個妹係第三嘅
22,gam2ze1hai6ngo5cin4bin6jau5go4go1laa1si3jau5go3sai3lou5gam2la1,咁即係我前邊有個哥哥有個細佬咁啦
23,gam2jau6hai6wo3,咁又係喎
24,gam2go3go3du1waa6maa1mi4sek3leoi5do1di1,咁個個都話媽咪錫女多啲
25,gam2ngo5go3mui5jau6hou2ci5laam4zai2tau4gam2joeng2jan1wai6jau5saam1go3laam4zai2hai2uk1kei5ma3,咁我個妹又好似男仔頭咁樣因為有三個男仔喺屋企啊嘛
26,gam2keoi5zau6m4hai6gei2leoi5zai2ga3hou2laam4jan5ge3,咁佢就唔係幾女仔㗎好男人嘅
27,ngo5hai2hoeng1gong2,我喺香港
28,du1hai2hoeng1gong2laa1,都喺香港啦
29,zau6dei6fong1zau6hai6gau2lung4ge3sam1seoi2bou2,就地方咧就係九龍嘅深水埗
30,ze1hai6ngo5hai2sam1seoi2bou2ceot1sai3gam2sam1seoi2bou2go2dou6zyu6,即係我喺深水埗出世咁深水埗嗰度住
31,gam2ni1go3zau6hai6ngo5hai2go2dou6zyu6,咁呢個就係我喺嗰度住
32,sam1seoi2bou2le1kei4sat6zau6hai6hoeng1gong2hai2gau2lung4ge3,深水埗咧其實就係香港係九龍嘅
33,kei4zung1jat1go3keoi1lei4ge3,其中一個區嚟嘅
34,gam2hoeng1gong2jau5jat1zi1jau5zim1saa1zeoi2jau4maa6,咁香港有都知有尖沙咀油麻
35,dei5wong6gok3gam2a3maa3,地旺角咁啊嘛
36,gam2jyu4go2lei5jau4lei4go2go3laam4bin6jat1zik6hoeng3bat1bin6,咁如果你由你嗰個南邊一直向北邊
37,sou2le1,數咧
38,sou2saam1sei4go3leon2zau6dou3sam1seoi2bou2ga3la3,數三四個輪就到深水埗㗎啦
39,haa6,係啊
40,gam2zau6m4hai6cyun1uk1hai6si5keoi1lei4ge3kei4sat6,咁就唔係村屋係市區嚟㗎其實
41,hai6si5keoi1ge3nguk1lei4ge3,係市區嘅屋嚟嘅
42,ze1hai6waa6le1go2di1nguk1le1,即係話咧嗰啲屋咧
43,lau4haa6hai6pou3tau5lau4soeng6hai6zyu6jan4ge3,樓下係鋪頭樓上係住人嘅
44,gam2hai6go2di1gau6sik1,咁係嗰啲舊式
45,ge3giu3zou6tong4lau2,嘅叫做唐樓
46,o5lam2lei5mei6m4zi1hai6me1tong4lau2,我諗你未唔知乜係識唐樓啦
47,hai6jat1di1nguk1le1jau5tiu4lau4tai1kei4sat6gaan1uk1le1jau5saam1can4ge3,係一啲屋咧有條樓梯佢一間屋有三層嘅
48,gam2lau4haa6zau6zau6gam2jap6dak1la1,咁樓下就就咁入得啦
49,jyun4hau6jat1tiu4ce3jat1tiu4lau4tai1gam2,然後有條側一條樓梯咁
50,jat1zik6ce3soeng5heoi3ge3,一直側上去嘅
51,gam2hau4li1jat1bun3ne1zau6ji6lau5,咁後呢一半咧就二樓
52,zoi3soeng5maai4go3bun3ne1zai6saam1lau2,再上埋嗰半咧就三樓
53,so2ji5le1ji6lau2,所以咧二樓
54,jap6nguk1go2dou6le1zai6gaan1nguk1ge3,入屋嗰度咧就係間屋嘅
55,zung1gaan1,中間
56,saam1lau2zau6hai2uk1ge3hau6bin6jap6bun6zai6la3lei5zi1keoi5jat1zi3ce3zau6heoi3go3ma3,三樓就喺屋嘅後邊入咁𠶜啦你都知佢一直側上去㗎嘛
57,haa6hai6bun2dak1ji3ga3go2di1nguk1go2di1giu3tong4lau2,哈係好得意㗎嗰啲叫唐樓
58,zau6go2di1gau6nguk1le1,就嗰啲舊屋咧
59,lin4ci3so2du1mou5ge3,連廁所都冇嘅
60,ze1hai6jau5go3cyu4fong2ga3ze1,只係有個廚房嘅啫
61,laa4gam2a3dim2heoi3ci3so2le1gan2hai6mou5zi6dung6cung1seoi2la1,啦咁啊點去廁所咧梗係冇自動沖水啦
62,gam2mai6go3go3di1fong2jau5di1taam4tung5hai2dou6lo1,咁咪個個啲房有個痰桶喺度囉
63,gam2jyun4hau6hai2cyu4,咁然後喺廚
64,fong2zap1bin1mau5di1le1,房側邊某啲咧
65,zau6jau5go3,就有個
66,jau5jat1go3go2di1ngo5dei6giu3zou6ung6a3ze1hai6jau5go3go2di1,有一個嗰啲我哋叫做甕啊即係有個嗰啲
67,jat1go3ngaang1ga3hou2daai6go3ge3,一個咁好大個嘅
68,gam2go3go3mai6lik1zyu6go3taam4tung5mai6dou2lok6heoi3lo1,咁個個咪拎住個痰桶倒落去囉
69,dou3dou3je6maan5le1zau6jau5jan4lei4,到到夜晚咧就有人嚟
70,la1,啦
71,ni1di1hai6hoeng1gong2hai2,呢啲係香港喺
72,mei6jau5san1go2di1san1lau2hei5zi1cin4le1,未有新嗰啲新樓起之前咧
73,hai6gam2joeng2ge3ze1hai6ngo5dei6sai3lou6zai2go2si5dou1hai6gam2joeng2ge3,係咁樣嘅即我哋細路仔嗰時都係咁樣嘅
74,jat1gaa1jan4zyu6hai6gaan1uk1gam2,一家人住一間屋咁
75,bat1go3ngo5dei6sai3lou6zai2jau6m4hai6wo3,不過我哋細路仔就唔係喎
76,ngo5sai3lou6zai2go2gaan1uk1le1jan1wai6jau5gei2gaan1,我細路仔嗰間屋咧因為有幾間
77,fong2ge3,房嘅
78,gam2bin3zo2ngo5dei6uk1kei5le1zau6hai6,咁變咗我哋屋企咧就係
79,zung1gaan1go2gaan1fong2zau6hai6zou1zo2bei2jan4ge3ngo5dei6sai3lou6zai2gon2si4,中間嗰間房就係租咗畀人嘅我哋細路仔嗰陣時
80,fong3ce5ni1gaan1uk1leoi5bin6le1zung6jau5ngo5aa3maa4hai6dou6zyu6ge3,房即呢間屋裡邊咧仲有我阿嬤喺度住嘅
81,zung6jau5ngo5loeng5go3gu1maa1hai2dou6zyu6tim1ge3,仲有我兩個姑媽喺度住添嘅
82,haa6,係啊
83,zyu6jat1ji6saam1sei3,住一二三四
84,ng5,五
85,caam1m4do1la1mei6gau3sap6go3ge3,差唔多啦未夠十個嘅
86,du1baat3gau2go3ga3la3,都八九個㗎啦
87,hai6ni1go3hai6gau6lau2,係呢個係舊樓
88,ngo5,我
89,ze1hai6jau4sai3lou6zai2ceot1sai3zik6zi3dou3,即係由細路仔出世一直至到
90,sap6,十
91,saam1seoi3dou2sap6ji6seoi3dou2la1,三歲到十二歲到啦
92,gam2sap6saam1seoi3zi1hau6ngo5dei6zau6bun1,咁十三歲之後我哋就搬
93,bun1uk1la3ni1bin1uk1caak3la3,搬屋啦呢邊屋拆啦
