NUM, PINYIN, EXPECTED
2,Aa3jat1gau2luk6ng5nin4sap6jyut6,啊一九六五年十月
3,Bin1lin4a4gong2maai6go3jyut6tim1ah4,邊年啊講埋個月添啊
4,gam1nin2wui5hai6sei3a6sei3lo1,啊咁年會係四啊四囉
5,jau5go3lou2po4le1Gam2gan1zyu6zai2neoi2,啊有個老婆咧咁啊跟住仔女
6,hoeng1gong2,香港
7,loeng5seoi3ge3,啊兩歲嘅
8,Ngo5zung6sai3go3lei5,我仲細過你
9,dim2gaai2aa4hoei5dei6jan1wai6go2si4hou2ci3o5,點解啊佢哋因為嗰時好似我
10,go3o5go3o5go3je4la1,個我個爺啦
11,zau6luk6,就六
12,luk6cat1lin4jau5se1siu2go3di1bou6dung6hai2hoeng1gong2,六七年有些少嗰啲暴動喺香港
13,gam2zau6hai6mai6luk6cat1nin4aa3Hou2ci3hai6luk6cat1nin4,咁就係咪六七年啊好似係六七年
14,Luk6sei3hai6luk6cat1nin4gam2a3o5jyu4go2waa6bat1jyu4giu3ngo5de1di4gwo3lei4gam2seng4gaa1ji4man4gwo3lei4lo3,六四係六七年咁啊我如果話不如叫我爹哋過嚟咁成家移民過來囉
15,Haa6zyu2jiu3hai6gam2ga3ha6,係主要係咁哈
16,zyu6hai2bin1dou6go2dei6zi2,啊住喺邊度個地址
17,hai6hai2la1,哦係喺啦
18,ha6ha6,啊哈
19,ngo5hai2ni1dou6zyu6zo2sei3,我喺呢度住咗四
20,Hai2hai2hai2hai2sei3a6sei3sei3a6ji6lin4sei3a6ji6lin4la1sei3nin4,喺喺喺喺四啊四四啊二年啦四年
21,Sei3a6jat1sei3sei3a6jat1sei3a6ji6lin4dou2la3,四啊一四四啊一四啊二年度啦
22,Ha6,哈
23,waa3o5o5o5zing6hai6zyu6zo2do1leon4do1zo3wo3,哇啊我我我剩係住咗多倫多咋喎
24,o5dai6ji6di1aa4lei5waa6hou2ci3gong2hai6a4jau5zing6hai6zyu6do1leon4do1hou2laan4gam2,我第啲啊你話好似講係啊有剩係住多倫多好難講
25,hou2naan4daap3ge3ja1wai4o5zi6gei2mou5si3go3dai6ji6syu6,好難答因為我自己冇試過第二住
26,jau5jau5jau5,哦有有有
27,jau5jau5jau5hou2ci3pei3jyu4o5si3go3aa3,啊有有有好似我試過啊
29,dong1jin4jau5si3gwo3la1,當然有試過啦
30,hoeng1gong2jau6faan1gwo3aa3,香港有返過啊
31,ze1do1hou2do1dei6fong1aa3hou2do1dei6fong1si3gwo3haa6,即係好多好多地方啊好多地方試過哈
32,mou5aa3,冇
33,o5zung1ji3do1leon4do1aa3,哦我鍾意多倫多啊
34,o3o5mou5lam2go3bun1la3,我我冇霖過搬啊
35,haa6o5du1ai6wui3du1do1sou3du1wui3du1jat1lou6coeng4zyu6ni1dou6ga3la3haa6,係啊我都係會都多數都會都一路長住呢度噶啦係啊
36,waa3zung1ji3do1leon4do1di1mat1je5aa3,哇鍾意多倫多啲乜嘢啊
37,Tin1hei3hou2gwa3go3Ho2lang4gwaan3zo2la1so2ji3du1m4wui3zoi3bun1ga3la3haa6,天氣好掛個可能慣咗啦所以都唔會再搬噶啦係啊
38,Tung4maai6seng4gaa1du1hai2ji1dou6,同埋成家都喺呢度
39,mou5lam2zyu6wui5bun1heoi3heoi3bin1dou6la1Haa6,冇霖住會搬去去邊度啦係啊
40,Haa6,係啊
41,cyun4bou6da1ai2li1dou6gaa1ze1zung6hai2hoeng1gong2daa6hai6ji1dou6daai6,全部都喺呢度家姐仲係香港但係喺呢度大
42,daai6faan1faan1hoeng1gong2le1Gam2o5go3go1zau6hai2ji1dou6zyu6Haa6,大返返香港咧咁我個哥就喺呢都住哈
43,Daai6bou6fan6uk1kei2jan4dui1ji1dou6ga3laa3,大部分屋企人都呢度噶啦
44,Hai6a3,係啊
45,Hai6a3,係啊
46,do1leon4sai3go2si4,當我細嗰時
47,zeoi3daai6ge3fan1bit4zau6ai6do1di1waa4jan4lo1Haa6hou2sai3go3si4zan1hai6hai6hai6dit3cing4ho2nang4mou5ga3,最大嘅分別就係多啲華人囉係啊好細嗰時真係係係直程可能冇噶
48,Gam2o5zau6,咁啊就
49,Gam2ji4gaa1lei5gin3dou2hai6jyut6lai4jyut6do1go2di1zung1gok3dei6fong1aa3ji5cin4hai6mou5ga3jyun4cyun4du1,咁而家你見到係越來越多嗰啲中國地方啊以前係冇噶完全都
50,hai6zyu2jiu3hai6ji1dou6lo1haa6,係主要係呢都囉哈
51,du1hou2ge2kei4sat6du1,都好嘅其實都
52,du1du1hou2ge2haa6o5o5dou1ga3gam2kei4sat6du1,都都好嘅哈我我都㗎咁其實都
53,dou1gaa3,都㗎
54,Hei2maa5loeng5fong1bin6du1jau5jau5,起碼兩方面都有有
55,pei3jyu4lei5soeng2ho2ji5sik6zung1gok3jau6dak1,譬如你可以去食中國人又得
56,sik6sai1caan1jau6dak1jau5hou2do1je5du1m4tung4la1dou1ge3Ha6ha6,食西餐又得有好多嘢都唔同啦哈都噶係哈
57,Ngo5gok3dak1haa6M4sai2bik1lei5zing6hai6zou6jat1joeng6je5haa6,我覺得哈唔洗逼你剩係做一樣嘢哈
58,tung4di1pang4jau5jat1cai4zou6di1mat1je5a4,啊同啲朋友一齊做啲乜嘢啊
61,du1jau5gaan3zung1le1jau5si4aa3pei3jyu4daa2haa5a3waat6syut3aa3,都有間中咧有譬如打下啊滑雪啊
63,du1du1hai6go2di1je5ga3laa3,都都係嗰啲嘢噶啦
65,daa2aa3Go2di1je5lo1Haa6Haa6,打啊嗰啲嘢囉係啊係啊
66,zung1gok3jan4do1,呃中國人多
67,zung1gok3jan4do1du1jau5di1sai1jan4daai6zung1gok3jan4do1,中國人多都有啲西人但係中國人多
68,Ha6zing3sik1hou2pang4jau5ham6maai6dou1hai6zung1gok3jan4do1,哈正式好朋友冚唪唥都係中國人多
69,Ha6Sai1jan4bei2gaau3siu2di1,哈西人比較少啲
70,Sai1jan4wui5hai6tung4si6aa4go2di1je5lo1daa6ai6m4hai6zan1zan1zing3zing3hou2hou2pang4jau5go2di1lo1ha4,西人會係同事啊嗰啲嘢囉但係唔係真真正正好好朋友嗰啲囉係啊
72,loeng5fong1bin6la1jau5di1hok6haau6sik1jau5di1zau6du1m4hai5ji1dou6fu6gan6,兩方面啦有啲學校識有啲就都唔係呢度附近
73,gam2jik6dou1jau5can1cik1le1haa6hou2do1can1cik1la1haa6,咁亦都係親戚啦好多親戚啦哈
74,hai6hai6zyu2jiu3gam2lo1haa6,係係主要係咁囉
75,daai6ting4din6si3gwo3M4zi1hai6mai6m4hai6zing6hai6ji1go3Hou2ci3seng6go3,大停電試過唔知係唔係剩係呢個好似成個多倫多
76,m4zi1ji6ling4ling4hou2ci3ji6ling6ling6saam1lin4daai6ting4din6ma3ha6mai6Haa6ting4zo2gei2jat6,唔知二零零好似二零零三年大停電啊嘛係咪哈停咗幾日
77,gam2zau6kei5taa1go2di1zau6mou5din6,咁就其他嗰啲就冇電
78,di1si3go3le1,啲試過咧
79,go2paai4zau6zi1dou6,嗰排就知道
80,gei5gaan1uk1bei2jan4dei6daa2gip3,幾間屋俾人哋打劫
81,Hai6aa3hai6aa3,係啊係啊
82,hai6aa3go2si4hai6,係啊嗰時係
83,du1du1gei2daai6gin6si6ga3la3hou2ci3,都都幾大間事噶啦好似
84,luk6luk6fan6gei2go2gam2o5sam1mei1zau6,咁後尾就
85,jau5gei2gaan1bei2jan4dei6zan1hai6lin4zuk6,有幾間俾人哋真係連續
86,daa2gip3,打劫
87,gam2a3gan1zyu6jau6gam2a3gan1zyu6mou5si6la3,咁啊跟住就咁啊跟住冇事啦
88,ji1keoi1a3zik6cing4ji1go3gaai1aa3,呢區啊直程呢個街啊
89,Hai6aa3zik6cing4ji1go3gaai1a3Hai6a3zik6cing4Hai6gei2gaan1a3,係啊直程呢個街啊係啊直程係幾間啊
90,daai6hai6lo1gam2o5dei6gan1zyu6zau6zau6zau6mou5zoi3gam2faat3sang1go3la3Haa6,但係係囉咁我哋跟住就就就冇再咁發生過啦係啊
91,waa3zan1hai6mou5mat1wo3,哇真係冇乜喎
92,Ngo5zing6ai6gei3dak1hou2jit6ze1,我剩係記得好熱啫
93,gon2si4hai6baat3jyut6,嗰陣時係八月
94,o5kei4taa1go2di1zan1hai6m4gei3dak1la3zan1hai6,我其他嗰啲真係唔記得啦真係
95,zan1hai6mou5mat1mou5mat1dap6bit4je5jan1wai6dou6dou6du1dou6dou6du1du1du1,真係冇乜冇乜特別嘢因為度度都度度都都都
96,Hou2ci3dou6dou6du1,好似度度都
97,m4zi1jau6mou6hoi1mun2go2di1je2le1daan6hai6,唔知有冇開門嗰啲嘢咧但係
99,kei4sat6o5du1m4za1hai6m4hai6gei2je6ze3o5zing6hai6hou2ci3zi6gei2dat1zing6hai6uk1kei2do1lo1,其實我都唔真係唔記嘢即係我剩係好似自己記得剩係屋企多囉
100,Haa6Mou5ceot1dou3gaai1a3,哈冇出到街啊
101,jau5mou5le1hou2ci3mou5haa6,有冇咧好似冇啊
102,haa6,哈
103,sai1go3do1leon4,細個多倫
104,ngo5gok3dak1ji4gaa1zau6bei2gaau3,我覺得而家就比較
106,o5sai3go2si4zyu2jiu3hai6hai6hai6tung4maai6go2di1sai1jan4do1di1jan1wai6m4hai6gam3do1zung1gok3jan4,我細嗰時主要係係係同埋嗰啲西人多啲因為唔係咁多中國人
107,gam2a3gan6lei4le1o5zip3gan6hou2ci3gau2lin4,咁啊近來咧我接近好似九年
108,baan1dou2le1gau2lin4baan1a3,班度咧九年班啊
109,gam2aa6jyut6lei4jyut6do1zung1gok3jan4naa3zau6bin3zo2go2si4le1zau6,咁啊越嚟越多中國人啦就變咗嗰時咧就
110,hoi1ci2,好似
111,gong2do1di1zung1man4,講多啲中文
113,o5gan1zyu6zau6jap6daai6hok6gik6du1hai6hoi1ci2jyut6lei4jyut6do1zung1go3jan4le1,我跟住就入大學都係好似越嚟越多中國人咧
114,bin3zo2zau6kwan4do1do1di1zung1gok3jan4aa3gam2a6,變咗就群多多啲中國人啊咁啊
115,zeoi3co1co1sai3go3go2si4le1o5gei3dak1cyun4bou6di1pang4jau5ham6laang6sai1jan4lei4ge3,最初初細個嗰時咧我記得全部啲朋友冚唪唥西人嚟嘅
116,gam2a6zing2haa5zing2haa5le1zau6,咁啊整下整下咧就
117,m4zi1dim2gaai2le1haa2zing2haa2zing2haa2zau6,唔知點解咧哈整下整下就
118,zyu2jiu3hai6zeoi3hou2di1pang4jau5ham6laam6zung1gok3jan4la1haa2,主要係最好啲朋友係中國人啦哈
119,Haa6So2ji3gok3dak1zau6,係啊所以覺得就
121,hai6o5gok3dak1ni1go3zau6hai6zeoi3zeoi3daai6fan1bit6zau6hai6ji4gaa1,係我覺得呢個就係最最大分別就係而家
122,ji4gaa1lei4gong2le1zau6wui5bei2gaau3wui5jung4ji6di1zip3zuk1go2di1go3go2di1go2di1,而家嚟講咧就會比較會容易啲接觸嗰啲個嗰啲嗰啲
123,waa4jan4aa3go2di1je5lo1haa6,華人啊嗰啲嘢囉哈
124,uk1kei2,屋企
125,zyu6uk1kei2do1gan1zyu6zau6hok6haau6le1,啊主要屋企多跟住就學校咧
126,o5go2di1go2di1go2di1go2di1tung4hok6le1,我嗰啲嗰啲嗰啲嗰啲同學咧
127,gan1zyu6zou6je5,跟住做嘢
128,go3go3o5gok3dak1hai6hai6,個個我覺得係係
129,bei2gaau3,比較
130,go2dou6hai6hok6dak1zeoi3faai3jan1wai6jiu3bik1zyu6jiu3gong2a3,嗰度係學得最快因為要逼住要講啊
131,haa6hai6a3hai6a3haa6,係啊係啊哈
132,jau6bik1zyu6jiu3gong2bin3zo2zau6,又逼住要講變咗就
133,hai2go2dou6bei2gaau3le1o5gok3dak1hai6hok6dak1zeoi3faai3Gan1zyu6le1du1,喺嗰度比較咧我覺得係學得最快跟住咧都
135,le1o5go3o5go3le1zau6a3,咧我個我個咧就啊
136,du1du1gaau3dou2o5ge2du1do1m4siu2heoi5zau6gam2gong2la1haa6,都都教到我嘅都多唔少去就咁講啦哈
137,heoi5hou2gong2a3,好講啊
138,daan6hai6o5gok3dak1zeoi3daai6bou6fan6du1hai2hai2hai2zou6gung1go2dou6le1ja1jau6jiu3zip3zuk1hou2do1zung1gok3jan4le1zau6,但係我覺得最大部分都喺喺喺做工嗰度咧因為又要接觸好多中國人咧就
139,zau6bei2gaau3gong2dak1do1zau6wui5bin3zo2hou2di1lo1haa6,就比較講得多就會變咗好啲囉哈
140,zyu2jiu3hai6gam2,主要係咁
141,Dak1dak1dak1o5hai2zou6za1ma3,哦得得得我喺做咋嘛
142,haa6zou6go2di1go2di1je5,哈做嗰啲嗰啲嘢
143,go2bin3zo2lei5zing6hai6du1jiu3zip3zuk1go2di1haak3,個變咗你剩係都要接觸嗰啲客
144,ngo5go2paai4du1o5hai2go2go3fan1hong2zou6le1hai6daai6bou6fan6dou1hai6zung1gok3jan4,我嗰排都喔喺嗰個分行做咧喺大部分都係中國人
145,gan3gaa1,更加
146,hai6zyu6jiu3hai6gam2lo1haa6,哈主要係咁囉哈
148,Din6waa2,電話
149,m4hai6m4hai6m4hai6,唔係唔係唔係
151,Dai6lei5gong2o5dai6dai6dai6jat1fan6,第你講我第第第一份
152,Dai6jat1fan6le1hai6m4hai6hai2hai2go3a4caan1gun2zou6zou6,第一份咧係唔係喺喺個啊餐館做做
153,zou6aa3jik6du1hai6sai2haa2dip2aa3go2di2je5lo1zyu2jiu3hai6haa3,做啊亦都係洗下碟啊嗰啲嘢囉主要係哈
154,go2go3hai6dai6jat1fan6go2si4ziu1hai6sap6,嗰個係第一份嗰時主要係十
155,jing1goi1hai6sap6m4zi1hai6mai6sap6sei3ding6sap6jing1goi1hai6sap6luk6seoi3a3,應該係十唔知係咪十四定十應該係十六歲啊
156,sap6luk6seoi3hai6dai6jat1fan6gung1,十六歲係第一份工
157,daan6hai6go2go3dong1jin4hai6le1Go2si4ngo5zung6hai6faan1gan2hok6ga1ma3hai6lo1,但係嗰個當然係咧嗰時我仲係返緊學噶嘛係囉
158,gan1zyu6le1zau6,跟住咧就
160,lei5gong2lei4gong2le1zau6wui5hai6,你講嚟講咧就會係
161,bat1zo2jip6zau6,畢咗業就
162,Hai6,哦係
163,hai6zau2heoi3maai6go2di1jing2jan3gei1,係走去賣嗰啲影印機
164,Ha6,哈
165,Hai6maai6jing2jan3gei1tung4maai6go2di1di1go2di1lo1haa6,係賣影印機同埋嗰啲啲嗰啲囉哈
166,Ho2nang4du1zyun3zo2du1gei2ci3ga3ji4gaa1daan6hai6du1zou6zo2caa1m4do1sap6nin4,可能都轉咗都幾次噶而家但係都做咗差唔多十年了
167,M4Kei4sat6gam2ge3o5zau6hai2maai6jing2jan3gei1le1gan1zyu6zau6zau2heoi3zou6di1me1je5le1,唔其實咁嘅我就係賣影印機咧跟住就走去做啲咩嘢咧
168,maai6jing5jan3gei1,賣影印機
170,gan1zyu6,跟住
171,gan1zyu6le1o5,跟住咧
172,gan1zyu6zou6zo2ling6ngoi6jat1go3le1hai6maai6go2di1,跟住做咗另一個咧係賣嗰啲
173,m4zi1lei5teng1go3mei6lei5teng1go3mei6,唔知你聽過未你聽過未
175,le1,咧
176,lei5ho2lang4mei6teng1go3daai6jat1ding6hou2daai6gei1wui3jung6gwo3,你可能未聽過但係一定好大機會用過
177,zyu2jiu3hai6,主要係
178,keoi5dei6maai6go2di1aa3go2di1,佢哋賣嗰啲啊嗰啲
179,aa3a3go2di1sai2tau4seoi2aa3wu6faat3sou3le1zau6maai6bei2ge3,啊啊嗰啲洗頭水啊護髮素咧就賣俾嘅
181,gam2o5go2dou6zou6zo2caa1m4do1luk6lin4,咁我嗰度做咗差唔多六年
182,gam2o5gan1zyu6le1o5go3pang4jau5,咁我跟住咧我個朋友
183,zau2zo2heoi3,走咗去
184,Daai6gaa1jat1cai4hai2hai6go2ci3dai6jat1fan6gung1le1maai6jing5jan3gei1le1,大家一齊喺係嗰時第一份工咧賣影印機咧
185,heoi5aa6zau2zo2heoi3zou6a3,佢啊走咗去做啊
186,hai6jat1go3,係一個
187,Ngo5gan1zyu6le1heoi5zau6aam1aam1gam3kiu2zau6zong6faan1,我跟住咧佢就啱啱咁巧就撞返
188,heoi5lau3o3wai1lei5,佢嘍我喂你
189,lei5jau5mou5hing3ceoi3zou6ngo5go3aa3go2di1gam2ge3gan1zyu6ngo5zou6zo2heoi3,你有冇興趣做我個啊嗰啲咁嘅跟住我做咗佢
190,o5mou5gei2loi1le1ngo5zau6zi6gei2du1zo2zau2zo2heoi3zou6,我冇幾耐咧我就自己都咗走咗去做
191,zou6go3zou6zo2sei3ng5nin4dou2laa1,做個做咗四五年度啦
192,Gan1zyu6zau6zau2zo2laa3,跟住就走咗啦
193,Haa6haa6zau2gwo3laa3,哈哈走過啦
194,so2kei4sat6du1tiu3gwo3jat1ji6saam1sei3sei3ng5ci3dou2ga3la3,其實都跳過一二三四四五次度噶啦
195,aa1gei2hou2aa1haa3du1zaam6si4,啊幾好啊哈都暫時
196,dou1aa1du1mou5lam2zyu6zyun3zyun3,都啊都冇霖住轉轉
197,Haa6,哈
198,dou1,都
199,Mou5wo3,冇喎
200,lei5zan1hai6mou5wo3,你真係冇
201,Mou5wo3,冇喎
202,dou1hai6mou5zan1hai6mou5wo3zan1hai6,都係冇真係冇喎真係
203,Ai1jaa3mou5wo3,哎呀冇喎
204,Mou5wo3Mou5jing2zan1lam2faan1hei2zan1hai6mou5wo3,冇喎冇喎認真霖返起真係冇喎
206,heoi5mou5jing2zan1waa6aa3aa3zai2lei5jing1goi1haau2leoi6zou6haa2ji1di1Mou5wo3hoei5jyun4cyun4du1zi6gei2bei2o5,佢冇認真話啊阿仔你應該考慮做下呢啲冇喎佢完全都自己俾我
207,aa3kyut3ding6soeng2zou6me1e3ga3Mou5,啊決定想做咩㗎冇
208,mou5mou5bik1mou5mou5bik1go3waa6lei5jiu3zou6ji1di1aa3go2di1a3ji1di1aa3Haa6,冇冇逼冇冇逼過話你要做呢啲啊嗰啲啊呢啲啊哈
209,Hai6me1,係咩
210,lei5lei5ge3di1di4maa1mi4hai6mai6gam2waa6m4hai6aa3leoi5lei5jiu3zou6ji1di1a3Hai6mai6zan1hai6aa3,你你嘅爹哋媽咪係咪咁話唔洗啊女你要做呢啲啊係咪真係啊
211,Hai6mai6a3,係咪啊
212,Ha6mai6,係咪
214,Ho2lang4lei5duk6dou2a1maa3Hai6mai6,可能你讀到啊嘛係咪
215,Kei4sat6go2go3zeoi3gan2jiu3o5gei3dak1o5de1di4maa1mi4waa6le1zeoi3gan1jiu3zou6mat1dou1hou2lei5jat1ding6jap6dou2daai6hok6,其實嗰個最緊要我記得我爹地媽咪話咧最緊要做乜都好你一定入到大學
216,ngo5zing6hai6gei3li1dou6la3o5de1di4zau6waa6jat1ding6jiu3jap6dou2daai6hok6ga3jyu4gwo5lei5zing6hai6gam2a6zau6,我剩係記呢度啦我爹哋就話一定要入到大學㗎如果你剩係咁啊就
217,m4dak1ga3la3hai6mai6lei5,唔得㗎啦係咪咧
218,ji5hau6go2si4wan2m4dou2fan6gung1ga3la3ji1di1je5,嗰時搵唔到份工㗎啦呢啲嘢
219,zyu2jiu3hai6heoi3zeoi3daai6hei1mong6le1ngo5jap6dou2daai6hok6gam2zau6,主要係佢最大希望咧我入到大學咁就
220,Gam2a6dak1ga3la3,咁啊得㗎啦
221,Hai6a3,係啊
222,Hai6a3hai6a3Hai6mou5mou5mat1gwai2je5mou5waa6jat1ding6jiu3zou6ji1di1go2di1mou5,係啊係啊係冇乜鬼嘢冇話一定要做呢啲嗰啲冇
223,Mou5,冇
224,jau6mou5wo3o5seng4jat6du1man6o5go3zai2wai3a3zai2lei5soeng2zou6mat1je5aa3heoi5waa6,又冇喎我我成日都問我個仔喂阿仔你想做乜嘢啊佢話
225,m4zi1wo3zing6hai6dou1za1ai6ji4gaa1du1sap6sei3seoi3laa3o5du1zung6,唔知喎剩係都即係而家都十四歲啦都仲
226,za1hai6zan1m4zi1aa3,真係真係唔知啊
227,gam2a3tai2haa5dou3si4tai2haa5duk6dim2a1,咁啊睇下到時睇下讀點啊
228,Gam2zau6go3leoi5du1du1m4zi1a3,咁就個女都都唔知啊
229,keoi5se4o5leoi5hou2siu3a3o5leoi5sing4jat6du1waa6o5soeng2zou6hou2ci3maa1mi4gam2,其實我女好笑啊我女成日都話我想做好似媽咪咁
230,jan1wai6maa1mi4m4sai2zou6je5,因為媽咪唔洗做嘢
231,keoi5sing4jat6du1waa6soeng2zou6maa1mi4,佢成日都話想做媽咪
232,hai5m4sai2zou6je5a1maa3gei2hou2a3Waa3o5soeng2zou6maa1mi4gam2Gei2hou2wo3,係唔洗做嘢啊嘛幾好啊哇我想做媽咪咁幾好喎
233,hai6wo3o5soeng5zou6maa1mi4gam2wo3aa2,係喎我想做媽咪咁喎
234,o3seng4jat6m4hou2m4gei3dak1maa1mi4du1can1ging1du1jau5,成日冇唔記得媽咪曾經都有
235,go2paai4du1jau5jau5je5zou6ga1ma3hai6hai6gan6li1sap6lin4mou5za1ma3,嗰排都有有嘢做噶嘛係係近排十年冇咋嘛
236,Haa6ni1sat6sap6lin4mou5a3haa6,哈呢十十年冇哈
237,Hai6a3Haa6caam1m4sap6lin4la3,係啊哈差唔多十年啦
238,Haa6Haa6aam1a3go2paai4,哈哈啱好嗰排
239,Hou2ci3waa6hai6a3sap6lin4a3ji6cin1nin4dou2keoi5zau6mou5zou6je5la3,好似話係十年啊二千年度佢就冇做嘢啦
241,Wa3,哇
242,Hai6la6gam2,係啦咁
