NUM, PINYIN, EXPECTED
1,ngo5go3meng5giu3,我個名叫
2,jat1,一
3,sap6luk6,十六
4,seoi3,歲
5,gai3mng4gai3maai4auntie14uncle14go5di1,計唔計埋嗰啲
7,jat2go3maa1mi4jat1go3de1di4jat1go3gaa1ze1la1,一個媽咪一個爹哋一個家姐啦
8,gam5zung6jau5ngo5la1,跟住我啦
9,jyun4hau6gan1zyu6jat1,然後跟住一
10,go3,個
11,jat1go3gu1maa1jat1go3,一個姑媽一個
12,gu1zoeng5gan1zyu6jau5,姑丈跟住有
13,daai6baak3,大伯
14,baat3loeng4,伯娘
15,gan1zyu6jau5di1me1,跟住嗰啲咩呀
16,po4po2tung4maa4,婆婆同嬷
17,po4po2maa4maa4,婆婆嬷嬷
18,gung4gung1lo1,公公囉
20,hai5ni1dou6do1leon4do1,係呢度多倫多
21,ji4gaa1,而家
22,ceot1sai3,出世
24,dou1hai6jat1joeng6,都係一樣
25,maa1mi4de1di4tung4gaa1ze1,媽咪爹哋同家姐
26,hoeng1gong2,香港
27,loeng5go3dou1hai6,兩個都係
28,bong1,幫
29,loeng5go3dou1hai6hou2ci3faan1hok6,兩個都係好似番學
30,za1hai6,啫係
31,hai6lo1,係囉
32,hai6,係
34,hai6,係
35,ji4gaa1ding6sai3go3go5zan6si4,而家定細個嗰陣時
36,ji4gaa1,而家
37,mng4zi1daa2gei1,唔知打機
38,waak6ze5ceot1heoi3haang4gaai1mou5mat1,或者出去行街冇乜
39,mou5mat1zou6,冇乜做
40,sai3go3,細個
41,mai6,咪
42,dou1hai6dou1hai6jat1joeng6la1,都係一樣啦
43,jau5,有
44,sai3go3saam1seoi3go5si4hau6faan1go3hoeng1gong2,細個三歲嗰時候番過香港
45,jyun4hau6gan1zyu6,然後跟住
46,luk6seoi3gau2seoi3waak6ze5sap6,六歲九歲或者十
47,seoi3mng4gei3dat1,歲唔記得
48,heoi3go3mei5gok3la1,去過美國啦
49,gan1zyu6dou1mou5mat1la3,跟住都冇乜啦
50,zung1ji3,鐘意
51,mou5,冇
52,gam5ngo5zung1ji3ni1dou6,咁我鍾意呢度囉
53,mat1je5dou1jau5,乜嘢都有
54,zung5zi1,總之
55,mou5jyun4jan1,冇原因啦
56,ting4din6dou1jau5,停電都有
57,daan6hai6siu2di1lo1,但係少啲囉
58,mei6jau5,未有
59,lei5jing1goi1zi1ga3jau5jat1ci3,你應該知架有一次
60,zeoi3ting4din6zeoi3ging6go5ci3,最停電最勁嗰次
61,ling4sei3nin4hou2ci3,零四年好似
62,mng4gei3dat1zo5,唔記得
63,ling4saam1ding6ling6sei3,零三定零四
64,mng4gei3dat1,唔記得
65,ping4si6jau5di1daai6siu2ge3,平時有啲大少嘅
66,ping4si4jau5di1ting4din6dou1siu2siu2,平時有啲停電得少少
67,ngo5,我
68,dou1hai6dou1jau5gei1daa2daa2,都係都有機打下
70,waak6ze5lo2bou6laptop11ceot1lei4tai2hei3,或者攞部出黎睇戲
71,fan3gaau3,瞓覺
72,wan2je5sik6sik6saai3di1syut3gou1waak6ze5syut3tiu5,搵嘢食食曬啲雪糕或者雪條
73,jan1wai6wui5jung4,因為會溶
74,mou5,冇
75,mou5ga3,冇架
76,ngo5gaan1uk1kei2hou2hou2,我間屋企好好
77,hou2ga3,好
78,jau5,有
79,lau2gai2maai2je5la1,扭計買嘢啦
80,bok3zeoi2la1,駁嘴啦
81,dou1mou5mat1ga3la3,都冇乜架
83,dou1jing1goi1jau5ge5jau5,都有嘅有
85,bai2hai2dou6,擺喺度
86,go5di1,嗰啲
87,jau5si4zau6,有時就
88,aam1ge3daa2,啱嘅打得
89,ngo5do1sou3dou1daa2dat1aam1ge3,我多數都打得啱嘅
90,tai2haa2lei5zou6co3mat1je5,睇下做錯乜嘢啦
91,aam1aam1tai4go3haa2,啱啱提過下
92,bok3zeoi2la1,駁嘴啦
93,dou1mou5mat1ga3la3,都冇乜架啦
94,dou1mng4gei3dat1la1,都唔記得啦
95,jan1wai6hou2loi6dou1mou5zou6co3je5lo3,因為好耐都冇做錯嘢囉
96,mou5,冇
97,mei6si3go3ceot1si6wo3,未試過出事喎
99,hou2daai6gin6si6ding6ding6siu2si6,好大件事定定小事
100,jau5ge5,都有
101,jau5,有
102,jyu4gwo5ngo5ceot1si6dou1hai6keoi2hai6keoi5dei6sin1ceot1si6ga3ze1,如果我出事都係佢係佢地先出事架姐
103,za1hai6hai5keoi5dei6min6cin4zou6co3je5go5dou6ceot1si6la1,啫係喺佢地面前做錯嘢咁就出事啦
104,bin1go3lei4ga3,邊個黎架
