NUM, PINYIN, EXPECTED
4,Ngo5lam2hai6siu3di1
6,Jan1wai6lei5ngo5lam2m4hai6hou2seoi1ge2go3go3
7,hai6zyun2zo2
8,hai6
9,ngo5
10,ngo5cung4loi4baa4bi1maa4mi1hai6hou2je5ge2mai6
11,Ngo5
12,Ngo5jau5hou2do1pang4jau5waa6lei5gam2joeng2hai6lei5ngo5heoi3din6waa2hai6ngo5baa4bi1gong2bei2ngo5ge3
13,lei5gong2gan2bin1go3aa3
14,keoi5dei6lam2ngo5gong2gan2hai6ngo5go3pang4jau5
15,jan1wai6ngo5
18,ngo5jau5jat1go3pang4jau5keoi5hou2keoi5go3
20,ngo5
21,go3zyun2zo2
22,jau5hou2do1sai3lou6zai2m4m4ge2
23,go2di1hai6bei2keoi5gam2do1je5
24,keoi5keoi5m4
25,zan1hai6go2di1maa4maa1baa4bi1hai6zou2gam2do1je5
26,keoi5dei6hou2do1je5
30,zan1hai6m4zi1dou6jan1wai6
34,ngo5go3pang4jau5hai6ge2
35,go2di1
36,go2di1
37,hai6hou2daai6je5ngo5go3daai6hok6hai6daai6hok6
38,hai6mai6daai6hok6aa3
39,zung1hok6
40,zung1hok6
42,zung1
44,Zung1sam1
45,zung1
70,hoeng1gong2
