NUM,EXPECTED,C2M44A_qwerty,# characters,edit distance
2,啊一九六五年十月,打一九六五年十月,8,1
3,邊年啊講埋個月添啊,癲連講賣個月𠻹刻,9,6
4,啊咁年會係四啊四囉,今年會係四啊四囖,9,3
5,啊有個老婆咧咁啊跟住仔女,有個佬婆嘞抌跟住仔女,12,5
6,香港,香港,2,0
7,啊兩歲嘅,兩歲嘅,4,1
8,我仲細過你,倒仲細個理,5,3
9,點解啊佢哋因為嗰時好似我,點解呀佢哋因為嗰時好U哦,12,3
10,個我個爺啦,個哦個哦個爺啦,5,3
11,就六,就六,2,0
12,六七年有些少嗰啲暴動喺香港,六七連有些小個啲部動喺香港,13,4
13,咁就係咪六七年啊好似係六七年,噉就係咪六七年啊倒次係六七年,14,3
14,六四係六七年咁啊我如果話不如叫我爹哋過嚟咁成家移民過來囉,讀四係六七年噉啊如嗰話不如叫我爹爹過離噉成加移民過離嘍,28,10
15,係主要係咁哈,特主要係噉嘅U,6,4
16,啊住喺邊度個地址,住喺邊度嗰地子,8,3
17,哦係喺啦,係喺啦,4,1
18,啊哈,嗯鞋,2,2
19,我喺呢度住咗四,我喺哩度住咗四,7,1
20,喺喺喺喺四啊四四啊二年啦四年,抵喺喺喺四五四四誒二連四U二連拉四年,14,9
21,四啊一四四啊一四啊二年度啦,得啊一四四啊一四啊二連度啊,13,3
22,哈,大,1,1
23,哇啊我我我剩係住咗多倫多咋喎,嘩哦哦淨係住咗多輪多U喎,14,8
24,我第啲啊你話好似講係啊有剩係住多倫多好難講,哦第二啲呀理話好次講係啊有淨係住多輪多好蘭噉,21,9
25,好難答因為我自己冇試過第二住,好難搭嘅丫為哦自己冇試個第二樹,14,6
26,哦有有有,有有有,4,1
27,啊有有有好似我試過啊,有有有好似譬如哦試個啊,10,5
29,當然有試過啦,當然有試過啦,6,0
30,香港有返過啊,香港又返過啊,6,1
31,即係好多好多地方啊好多地方試過哈,遮多好多地方啊好多地方試過下,16,4
32,冇,冇呀,1,1
33,哦我鍾意多倫多啊,哦鍾意多輪多啊,8,2
34,我我冇霖過搬啊,哦哦冇淋個搬啊,7,4
35,係啊我都係會都多數都會都一路長住呢度噶啦係啊,下哦爹𠻺U啲多掃啲U啲一路長住哩度啊啊下,22,16
36,哇鍾意多倫多啲乜嘢啊,嘩鍾意多輪多啲乜嘢啊,10,2
37,天氣好掛個可能慣咗啦所以都唔會再搬噶啦係啊,癲氣好㗎個朵狼慣咗啊所以多唔會再搬個啊下,21,10
38,同埋成家都喺呢度,凍賣成加爹喺依度,8,5
39,冇霖住會搬去去邊度啦係啊,冇林住會搬去去邊度啦打,12,3
40,係啊,打,2,2
41,全部都喺呢度家姐仲係香港但係喺呢度大,全部啲矮利度家姐仲喺香港嚹係依度大,18,7
42,大返返香港咧咁我個哥就喺呢都住哈,大返返香港囉抌哦個歌就喺依度住特,16,7
43,大部分屋企人都呢度噶啦,大部份屋企人堆依度呀喇,11,5
44,係啊,第呀,2,2
45,係啊,第呀,2,2
46,當我細嗰時,多輪細嗰時,5,2
47,最大嘅分別就係多啲華人囉係啊好細嗰時真係係係直程可能冇噶,最大嘅分別就二多啲華人囖嚹好細個時真係係係跌情可能冇啊,28,8
48,咁啊就,抌哦就,3,2
49,咁而家你見到係越來越多嗰啲中國地方啊以前係冇噶完全都,抌而家理見到係越來越多嗰啲中角地方啊以前係冇個完全多,26,5
50,係主要係呢都囉哈,係主要係依度囉下,8,3
51,都好嘅其實都,啲好嘅其實多,6,2
52,都都好嘅哈我我都㗎咁其實都,摩巫好嘅下午哦都啊噉其實多,13,8
53,都㗎,都架,2,1
54,起碼兩方面都有有,哋馬兩方便多有有,8,4
55,譬如你可以去食中國人又得,譬如李想可以食中角又得,12,5
56,食西餐又得有好多嘢都唔同啦哈都噶係哈,食西餐又得有好多嘢读唔同啦都嘅答U,18,5
57,我覺得哈唔洗逼你剩係做一樣嘢哈,到覺得下唔使逼理剩係做一樣嘢下,15,5
58,啊同啲朋友一齊做啲乜嘢啊,同啲朋友一齊做啲乜嘢啊,12,1
61,都有間中咧有譬如打下啊滑雪啊,啲有間中囉有時啊譬如打下啊滑雪啊,14,4
63,都都係嗰啲嘢噶啦,嘟爹係嗰啲嘢嘅喇,8,4
65,打啊嗰啲嘢囉係啊係啊,打呀朵啲嘢囉打特,10,6
66,呃中國人多,終角人多,5,3
67,中國人多都有啲西人但係中國人多,終角人多多有啲西人大終角人多,15,7
68,哈正式好朋友冚唪唥都係中國人多,大政色好朋友U賣都係終角人多,15,8
69,哈西人比較少啲,大低人比較少啲,7,2
70,西人會係同事啊嗰啲嘢囉但係唔係真真正正好好朋友嗰啲囉係啊,待人會係同事U嗰啲嘢囖嚹𠻺唔係真真政政好好朋友嗰啲囖U,28,10
72,兩方面啦有啲學校識有啲就都唔係呢度附近,兩方便啦有啲學校識有啲就啲唔喺依度附近,19,4
73,咁亦都係親戚啦好多親戚啦哈,噉亦都有親UU下好多親U啦下,13,7
74,係係主要係咁囉,係係主要噉囖下,7,3
75,大停電試過唔知係唔係剩係呢個好似成個多倫多,大停電試過哋知係咪唔係淨係依個倒次淨個,21,10
76,唔知二零零好似二零零三年大停電啊嘛係咪哈停咗幾日,唔知二零零好次二另令三連大停電马拿咪特停咗幾日,24,8
77,咁就其他嗰啲就冇電,噉就企他嗰啲就冇電,9,2
78,啲試過咧,啲試個嘞,4,2
79,嗰排就知道,嗰排就知度,5,1
80,幾間屋俾人哋打劫,幾間屋俾人哋打劫,8,0
81,係啊係啊,第呀係呀,4,3
82,係啊嗰時係,係啊嗰時係,5,0
83,都都幾大間事噶啦好似,猕爹幾大件事個啊好次,10,6
84,咁後尾就,六六分幾嗰噉哦心尾就,4,8
85,有幾間俾人哋真係連續,有幾間俾人哋真係連逐,10,1
86,打劫,打劫,2,0
87,咁啊跟住就咁啊跟住冇事啦,噉啊跟住又噉啊跟住冇事啊,12,4
88,呢區啊直程呢個街啊,依區啊直程依個街啊,9,2
89,係啊直程呢個街啊係啊直程係幾間啊,第呀直程依個街啊第啊直程第幾間啊,16,5
90,但係係囉咁我哋跟住就就就冇再咁發生過啦係啊,大係囉噉哦哋跟住就就就冇再噉發生個啊嚹,21,9
91,哇真係冇乜喎,嘩真係冇乜喎,6,1
92,我剩係記得好熱啫,我靜二記得好熱啫,8,2
93,嗰陣時係八月,趕時係八月,6,2
94,我其他嗰啲真係唔記得啦真係,哦其他嗰啲真係唔記得囖真係,13,2
95,真係冇乜冇乜特別嘢因為度度都度度都都都,真係冇乜冇乜揼U嘢因為度度多度度多多古,19,6
96,好似度度都,倒次度度啲,5,3
97,唔知有冇開門嗰啲嘢咧但係,唔知又務開門嗰啲嘢囖但係,12,3
99,其實我都唔真係唔記嘢即係我剩係好似自己記得剩係屋企多囉,其實哦啲唔它係唔係幾夜借哦淨係好次自己一靜係屋企多囖,27,14
100,哈冇出到街啊,打老出到街呀,6,3
101,有冇咧好似冇啊,有冇囉好次冇下,7,3
102,哈,下,1,1
103,細個多倫,西個多輪,4,2
104,我覺得而家就比較,我覺得而家就比較,8,0
106,我細嗰時主要係係係同埋嗰啲西人多啲因為唔係咁多中國人,哦細嗰時煮要係係係同賣嗰啲西人多啲因為唔係咁多中角人,26,4
107,咁啊近來咧我接近好似九年,噉啊近來U哦接近好U九連,12,5
108,班度咧九年班啊,班倒囉九連班啊,7,3
109,咁啊越嚟越多中國人啦就變咗嗰時咧就,噉𠻺越來越多忠角人U就變咗嗰時囖就,17,7
110,好似,開始,2,2
111,講多啲中文,講多啲中文,5,0
113,我跟住就入大學都係好似越嚟越多中國人咧,哦跟住就入大學極爹係開始越來越多鐘個人嘞,19,9
114,變咗就群多多啲中國人啊咁啊,變咗就裙多多啲中角人啊噉啊,13,3
115,最初初細個嗰時咧我記得全部啲朋友冚唪唥西人嚟嘅,最初初細個嗰時哩哦記得全部啲朋友U喇西人來嘅,23,6
116,咁啊整下整下咧就,噉啊整下整下囖就,8,2
117,唔知點解咧哈整下整下就,唔知點解囉吓整吓整吓就,11,4
