NUM,EXPECTED,C3M53A_qwerty,# characters,edit distance
1,我中文名叫
2,到一究五唔年出細
3,遞講州
4,倒而家係五濕三歲
5,到哋傢庭囖我自己我太買意經個咗新我移有三個仔女養個仔一個女養個仔就大佢哋廿究歲同廿七歲最細個個女囖係廿二歲
6,度第一搬利他嗱大個陣時囖係一究唔究年到哋搬咗去游U度U大一路喺度一究八二年囖我哋搬咗離
7,一究唔究至一究八二年我哋喺
8,枕油八二年至到而家我哋多輪多
9,因為我耶個陣時嘞佢哋第一而民個離U陣時一究零七年佢開頭個陣時佢哋搬咗去嗰度揾工
10,個陣時都係十二歲噉同人哋洗三啊做洗醫从
11,抌佢游囖佢搬坐去滿哋五做閂意係做餐罐
12,噉喺滿哋可個陣時哩都係好少中國人啊撳
13,佢哋係個度都住U成给廿年先我哋先移民個離
14,唔係耶同而個陣時喺滿哋U一究七六年同埋一究八一年已經個咗身嘍啊
15,㩒我啊一究八二年我哋係一個公司叫做嘢佢個陣時係啱啱有個機會
16,咗我去
18,抌啊
19,抌我一究八二年個陣時囖我同一個大公司叫做嘢佢個陣時有機會我去多輪多同個份工因為個陣時啦係一個公司喺滿哋五同都有一個大個囖
20,抌我陣時都俾個意見佢哋話到哋個家U都想搬去有冇機會吖抌佢哋話有一個理要自己出錢U但係我哋有份工等𡁵係U度比理
21,噉我話倒物我哋咪一究八二年搬咗離多輪多U我哋喺度
22,到哋而問個離U陣時我都係三歲
23,嗱三歲個陣時囖我真係一啲印象都唔記得坐個陣時
24,定係咩字一過我知道我係油細至大囖
25,係滿哋和啦係一個好
26,對我離講係一個好適合個還境因為我哋住個個區囖
27,除坐我哋有中國人啦有啲希獵人啊有啲二大利人啊
28,有啲油太人啊都係好多第二粽個
29,人喺度同我哋一齊物
30,抵上大個陣時囖我都唔覺得有咩困難
31,但係因為我英吻個陣時係我個
32,到哋U企係講台珊話
33,到未個陣時未細個個陣時未學講東話住
34,噉U企係講台珊話出邊係講英UU賣因為滿哋五係要講發敏我哋要學法吻
35,抌一路英文發吻同賣蓋閂話到哋講個三個月雨
36,佢有佢哋嗰啲囖咪全部講佢哋記伸U個陣時佢哋
37,移民個離第一次嘞理自己中國人個時係好少
38,冬埋都俾個啲西人法國人
39,都蝦佢哋因為佢哋係中國人遊劇是耶U袋囖
40,佢哋重係梳馬邊嗰啲噉時時俾人哋笑佢哋
41,佢話佢哋啲佢啲衣服同賣啲
42,太度講嘢全部都要正噉
43,敢係俾人笑俾人蝦噉同好𡃉要
44,到老鬥嗰袋佢係一究唔七年個離拉比較好少少
45,但係個陣時U都好
46,對我哩啲中國人都冇因為佢哋有個個叫做哩個陣時唔俾我哋啲太太女癮移民個離因為佢驚理哋啲女引個離山啲啤啤變他嗱大人佢唔傷有啲他嗱大嘅中國人喺度個陣時乜過佢個陣時U尾佢個佢都改坐個勵可以U我先同我媽同我爺我老度個媽噉我個老豆個妈一齊一究唔究年移民個離
47,嗯而家嗰啲比較小好多囖因為我哋住喺咁多中國人囖重唔同如果理係去嗰啲外受完後去啊個啲小啲中國人小啲嗰啲哩理都會到有少少因為我個女囖
48,佢第一年搬去U間大學囖佢有兩個女仔係係滿哋和來嗰啲游太人
49,隊哋一見面佢當佢哋都係一個飛U離個噉因為佢習慣U佢哋U企有兩個飛容同佢做嘢抌佢見到我個女個陣時囖佢好似誒理哋應該做哩啲喎理哋都好熟個吖噉一係意思話食完嘢啲滿又唔使又擺晒除房廁所又污糟以為佢
50,抌嗰度啦個對我個女都係一個好好個
51,第呀到哋而家到第一般坐離U陣時还
52,豬坐唔年喺度物我哋一究八八年咁常下喇噉搬坐離
53,撳至到而家我哋喺
54,啦係都一個幾個區對我離講到去東又得西又得去又方便又有又有又有
55,樣樣都好方便國得海
56,尤脷是我哋U企啲人又好鍾意買啲中國嘢中國餐罐噉個參唔多係好U堂人街噉個我哋
57,到都冇意見因為我意經坐上咁多年到二零零一意經U
58,撳我林住都係一路都住喺U果唔係魚個U我畫姐都搬去啲啲噉啊
59,因為我而家最大個目的係喺啲教會是重
60,凍埋囉我啲朋友同埋我鎖最熟個啲人而家哩哩濕記廿年都係喺啲教會U度
61,倒而家拉係海教會侍重
62,到舊陣時爹個工作喺哩個公司叫一我二零零一離開座退油坐啊噉我喺教會做但係U陣時囖係啱啱我太太病噉我做坐四年啦噉我離U座教會抵岸企廿四小時復事我太太噉服士多三年拉佢舊年個身U
63,咁我而家噉而家我都係慢晚返翻出梨
64,底教會有啲咩幫手撳我都去喺哩度突日喺度幫手噉囖
65,大部份我啲朋友拉因為我喺教會識個班囖喺哩度住但係我細個色個啲朋友囖係係滿哋呵
66,噉我滿哋和囖梗係有幾個朋友係我油細個讀書小學大個啲哩東賣有一個好熟個朋友又係滿哋五同我熄咗一個而家搬咗去
67,噉個個啦參唔多熄咗四濕記年
68,大部份個陣時個啲人哩係啲西人有啲有尾個法國人
69,有記個油太人
70,多數刀係西人
71,到記得我去小學個陣時嘞上嗰班房囖都係三個中國人
72,氹其他U三十記個囖都係啲西人埋黑獵人游太人
74,個陣時U嗰啲好啲喺印度個離畫姐嗰啲嗰啲國家都未有
75,因為個陣時一究六幾年個個時間囖係佢哋好少啲人係U半移民
76,移問嗰啲多數啲唏獵油太意大利但係佢哋都算係白重人
77,倒油細至大全部都係講英吻
78,U吻又係喺小學料學喺
79,個陣時要我哋學英文同發吻一齊
80,去到忠學個陣時係全部係講英吻
81,誒到啊因為個陣時嗰啲先生爹都幾好對我哋有咩佢哋自己半生都係一個可以講到又記得有兩個先生佢哋都係自己係半生係唏獵人離嘅
82,噉其他嗰啲U都都幾好
83,有一個中國人哋他嗰啲都係都全部她嗱大出生個啲白重人
85,到冇個因為我個陣時啲英吻都幾好一露同佢哋講噉養冇冇冇問題同佢哋溝通撳我唔到
87,冇哋咪大概四歲個陣時返個個叫唔係
88,咬淋個陣時咪係個個個
89,可浪可以而家叫啦
90,撳唔歲開似要一路撳讀喺
91,啲先生
92,佢又冇喎乜過個陣時佢個還警同賣個囖佢
93,辣滿哋和囖一究六零年個陣時嘞
94,佢個瀉會個陣時囖教會多個而家嘅
95,個陣時囖教會油劇是啲神父同賣個啲囖係好𡃉要個
