NUM,EXPECTED,C2F27A_qwerty,# characters,edit distance
4,一究八意年
5,UU歲
6,U個人
7,爹哋妈咪U個細路
8,第
9,抵多輪多U細
10,喺同嗰度
11,抌依後又搬嘢脷嗰度
12,大啲間U
13,好多殊啦同埋好啦爹係去都好近
14,舞冧有意十意年啦
16,地十意年啦
17,噓港
18,第
19,喺佢哋大陸大陸佢哋個和拿抌
21,我爹二係哩度讀書我妈咪跟佢過利
22,唔記得
23,冇乜點講
25,我林依U又難啲啦爹係一U民脷趕時又難少少但係应該都係好快識硬低有好多朋友喺度
26,倒同咩
27,冬年
28,倒同年
29,到乜爷爷爹係喺哩度U大哩度番學噉
30,倒乜得別囉
32,都好舒服
35,爹係可以喺U邊又拿啲好多活洞囖
36,同埋啲二安都幾好
38,朵能二歌啲細路喂好飞成熟啲囖
40,都有U
42,爹係要一遮人食飯啦U大趕時爹係要有来貓囖同爹字妈咪講嘢啦
44,爹係要勤力讀書囉
45,突吖
46,有時有時大拉畫嘢有時罰唔UU街哦嗰啲囉
48,有時都
49,爹係護果一唔答今又可能啲細爐位俾音凍壞
52,東常都會𠸏
55,都可能有啲嘅
59,爹係點U人
62,唔醫嘞唔識點影容
63,好勤力讀書囉
64,第爺係U他好多學校個爹個同埋淨熱都又稅啊嗰啲囖
65,小學又爺係好多唔同UU囉但係空學趕時又多啲風角人囖
67,應該係啊休人
69,一九八六年
70,得歲
72,小學都好嚴嘅
73,讀師校嗰啲會炎少少囖
74,爺係要好笠型囉
75,冬埋護果爺係部U爷噉要嗰時罰囖
76,要U爷囉嘞爺唔可以U去
77,都有
78,而年班同埋四年班嗰啲
80,爹係懶囉啲先生
81,呃也U嘅爹係想U又嚹係依係護果自己趕時又U意跟翻二己嗰啲
82,爹係二己人囖
85,哦都有少少囖跟為我學校冇乜刻人
86,都好少
87,應該係依係我哋唔依係唔係哩但係黑人或爺爺係有啲大陸人
88,冇乜得別但係你爺係依度啲人爺係冇咁睇戲佢哋囖
90,啊都应該冇嘅爹係我二他部嗰間公司係啡係佢哋覺得好容要朵以都冇𠻺被時
91,回計撕
92,啦
94,第呀第第一饭工
95,度啲畫爺囉
96,都冇乜爹係部啊畫啡部啊抌U囖到乜得別怪
97,都未搵倒
98,二果要個拿噉都可以𠸏
99,带護果可以唔使噉都啊又對好啦
100,乜果因係要噉又都要但係爺係對好可以海U企U大啲細爐喂
102,睇拿啲雁要啲生U嗰啲點囖爺係佢個點囖到啲人可以
103,爹係多啲U要洗多啲囖抌被收唔使一定囖
104,爹係個旅引唔使一定U脷眼工姐飛屋係個老公因係揾唔夠U嚹係有時多數刀係揾為個旅位已堅好爺係讀U好多書同埋已堅好成功所以佢先啡係覺得要又爷丹為好嘥囖U果讀唷咁多書
105,倒
107,到乜耳見啊佢哋嗰方邊爹係
111,底五你讀乜嘢囖動埋我覺得係啡係企自己係有咩嘢嘅
112,抌爺係護果企要爺係護果企要啲學校或爺唔醫劇她燕幫你噉企要自己爺係去問佢哋
113,到二果我去又哩U爺噉我點U又
114,倒多人U果你飲U喺度佢唔會啡係幫你囉
116,都有唔同因為我哋二支嗰啲爺係U意揾佢啡係佢個爺係有興U個
117,爹係佢唔想部佢唔U意個爷囉
118,抌以U嗰啲係啡係你有時依到企唔嗡意但係你一定係要又
119,應該係到覺得可能係因為嗰啲符U都可能個妈咪爹二U個都係U一又工抌啲細爐位冇乜人冇乜啦朵以佢哋覺得佢啊爹哋妈咪嗰啲
120,哦係唔啱囉抌佢咪唔佢囖爹係佢哋和能部好多爷都係好抌佢哋可能
123,躲比已U務噉補手囖爹係好U佢哋對到好U大啲或爺爺係冇乜
124,爹係對到可能
125,倒咁保手以U
126,都係都可能係
127,唔記得
128,唔記得呀
129,嘞嚇倒我
130,都有
134,爹係好飞好欣嗰啲啦
136,到唔記得有啲乜爷蒙
137,都係啡係好嗰啲
139,東常我都唔依係發爺係我唔依係咪一係蒙
140,朵以我都唔依到要起新
141,有U該有嘅
142,到唔依係乜嘢以撕应該有個以思嘅
143,倒少囉
144,爹係有時氹得太多U噉五瞓唔到
147,抌那听一要又啲乜嘢囉
149,打乜爷我有啲發愛蒙澳甩唷啲U
150,我U怕老鼠
151,到都咪知點計我好U以前西個個真士反個張董見到好多老鼠啊
152,走可能怕咗
154,多數啲人個個怕一養一養嘢
155,所以到冇咓人乜到物怕
157,大係一齊返但係個個倒翻哥
158,冇最近喺殺連前返個
160,抌
161,我轉細番個五次
163,返去旅行走囖
164,抌噉我都孭想喺U度U因為
165,買忙望買好熱囖
166,個個個個牙牙好囖又孭喺太快有唔喺太
167,太慢
170,出去食嘢
171,買嘢囖
172,食嘢囖
174,車佢會
175,小啲
177,蛋牌就好紙啲囖
178,有會
179,因為我係返工
181,呀
182,冇物
183,冇乜特誒啫係九啲里個啲車
184,我哋屋企
185,每字生日到去U嫲屋企食飯U移去我派嫲屋企食飯囖
186,通常到係送咭鼻啫係俾我哋卡人啊
188,對買禮物呀
190,第囖冇U
191,冇物
192,咁我哋會一齊返囖
194,倒冇信冇削
195,都唔信
196,朵以
197,都會因為佢哋唔同嘅
198,都耐有
199,好多唔同嘅囖
200,都係個啲所以
202,都可浪會出現好多問題
204,第如可U遮係開加人咋啫係
205,角
206,得中角人可U啲喇同啲
207,加人啫係成日都一齊早啫係成日都一齊啊
208,但係啲外確人啫係
209,冇咁囖
210,動咪可U遮係唔
211,讀書可對
212,前暗喺遮係
213,中角人河浪
214,遮係多啲
215,東角人同佢哋
216,同外角人
218,爹係個啲冇咁呀
220,通常個
221,遮係冇咁高冇咁大隻呀
224,頭髮油唔同呀
226,依服
227,啲服
228,爹係耳個係利度養帶個啲終角人都冇好買返別
229,畫係
230,朵浪香狂嘅人啫係
231,終角人個啲可浪唔同囖啫係
232,冇咁
233,都冇利度咁
234,爹係講嘢個
235,都會個
237,多數都可以聽U說但係有市
238,遮係耳個愛各人理唔知佢係英角啊嘢姐係
239,偶晝雅姐
240,有市好欄分U雪
243,電該煙覺呀
246,中角啊大咯啊
248,隊
249,有時女啲遮係有個字喺
250,唔同U方係呀
251,同賣二個係終角人有啲
252,去
253,遮係浩嗱個囖
256,答者
260,張降
261,有唔U同
267,煙該依囖啫係我姐係被他中角人造煙該知囖
270,遮係唔同嘅成市有唔U同嘅
272,都有嘅
273,爹係多碌多同理
274,通通個啲就有好大分別啊
276,都因該唔同
279,自己呀
280,多輪多
