NUM,EXPECTED,C2M21C_qwerty,# characters,edit distance
1,到名叫做
2,到係一九八七年出細嘅
3,倒而家係廿一歲
4,到家艇𠺢迷我有四個人
5,第呀我啊我個細佬同埋爹字媽咪
6,第
7,到喺加拿大出細嘅
8,哦
9,抵多輪多
10,到都唔係幾知我其實喺實遮係喺邊大都喺多輪多嗰邊
11,哦佢哋係睇下先
12,一九九令應該一九九另就試佢係一九八唔倒喇
13,第喇
14,因為佢哋覺得香港可能嗰啲遮係個還警唔係幾好囖如果對於
15,遮係譬如我同我細佬出細
16,佢就覺得去加拿大可能會多啲位俾我哋長大囖
17,唔佢哋離哩度嗰U時都有困難𡃉
18,啲有譬如我個媽咪唔係幾識得講中文呀阿江英文嗰陣時
19,佢話比我聽都誒啫係譬如喺個醫院嗰度我出細嗰U時嘞
20,佢都唔識得點樣同啫係嗰啲醫生啊嗰啲一齊拉通呀都幾難我覺得佢哋
21,有呀佢哋會講俾我聽譬如
22,細個嗰陣時係掂呀獎大嗰U時喺加拿大
23,然之後同嗰啲隔離嗰啲
24,哋喇唔記得點樣講爹係
25,第倫居喇同埋點樣同佢哋溝通啊
26,又熄咗邊幾個細爐仔呀喺嗰喺嗰個第囖
27,爸巴嫲媽係喺香港嘅
28,應該相個都係喺香港出細
29,佢哋喺中國英該U公姐就喺香港
30,爺耶就喺就喺中國啫係係囖喺四穿嗰個圍知嗰度
31,誒佢哋係講中文嘅
32,誒應該係普通話
33,兩個都可以講得其實
35,躲離嗰陣時
36,二躲離嗰真時就住喺嘩住
37,唔係幾記得應該係住喺呃揾嗰邊
38,第都都幾院𡃉啊啫係譬如啊我哋而家住個地方
39,因為我林嗰邊係多啲中角U囉佢哋
40,躲以遮係有多啲喺嗰度所以都會過去嗰邊開始住先囖
41,第抵多輪多出細
42,第
43,然之後就搬返來利度啊
44,而家就住喺哦嗰邊
45,多數全部啲朋友都誒喺就算住囖
46,遮係我都喺利度利想個地方長大最多
47,誒終角人囖多掃到時係有好少塞人囖其實
48,有好多就係誒可能喺
49,遮係係囉倒個地方
50,遮係好多唔同個其遮係好少好笑誒到少
51,第囉遮係好少白人囉
52,倒唔好嗱佢哋都幾好阿啫係我而家住嗰度
53,佢哋而家住嗰度囖就好多誒
54,點啊講啫係佢哋都都𠸏有好多細來仔啊剩
55,抌有好多爹啲媽咪成日都
56,行離行去到哋見到啫係譬如見到隔離
57,住嗰啲些都會一齊痛花然之後就嗰啲都幾好玩嘅
58,U爹二都好鍾意嗰個地方
59,而家住緊哩度
60,杜箱幫座
61,一定會
62,遮係如果譬如佢哋講講數啫係嘩誒
63,倒哋喺邊度買嗰啲花嘅到哋喺邊度買嗰啲嘢整間U嘅抌我爹爹都會
64,倒哋我哋第囖到多溝通嘅我哋其實都
65,豆幫幫呀幫隔離痛花有時典草都會呀蝦
66,哦離區嗰陣時
67,有鍾意個還境囖其實
68,我鍾意因為可以見都有好多啫係譬如
69,有見倒星呀見倒
70,遮係我我住喺嗰度囉係好少U嘅
71,倒少饿
72,同埋
73,遮係好少下
74,大大廈
75,倒少
76,然之後佢哋係囖大下然之後佢哋就
77,第囉遮係唔會阻住好多
78,你
79,遮係你件倒還警嗰啲嘢
80,都幾有幾清猩嗰啲嗰啲呀係嗰度嗰啲
81,嗰啲
83,躲啲第囉朵啲空氣好朵啲空氣好好好清囉都
84,誒唔鍾意啊
85,誒都冇個其實
86,朵邊都姐係都幾好住嘅有啫係多嘢玩啊又
87,都哦噉有係囖啫係如果譬如
88,遮係我哋來
89,囉遮係就會有好多嘢係好近囖
90,然之後我哋住喺嗰啲囖就要
91,一U一U咁樣周慧走囉遮係成日揸車囉
92,如果冇得揸車就冇得去啦
93,如果搭巴士刀要搭好袋先可以去度姐係啲食嘢地方啊到時行街啊噉樣囖
94,嗯我識得楂嘅揸車揸咗唔年度囖而家
95,載佢哋啊
96,一定會再倒佢哋
97,多掃其實多數啲朋友都會問我囖蛋我載佢哋
98,因為我住喺好好咩㗎嘛好呀
99,然之後就全部住喺中間𡃉嘛所以我就要
100,我過晒佢哋我可以接晒佢哋然之後先去到食嘢囉
101,U日都叫我離叫我載佢哋
102,到係做我做咗佢個叫做咩個的士楼
103,多輪多嗰啲司機呀
104,刀揸得幾好嘅我咯得
105,噉啊到唔知因為我成都喺度
106,遮係我喺度學架嘛學揸車打我都覺得佢哋都嘅
107,唔係高做太懶黑太楂得太核突嘅
108,蛋為如果我遮係我返翻香港嗰陣時趕到佢哋揸車U嗰啲先叫做困難
109,遮係唔知佢哋點可以喺度揸
110,第囉
111,香港冇時過揸車
112,嗯有嘅
113,到搭最多
114,有U時番學校爹都會答有時答囖
115,制就佢哋哦好似都醫排囖就好次好整齊囖
116,遮係我哋返學返U個個大學囖佢哋都
118,遮係佢哋個我唔知點樣講佢哋個
119,第囉佢哋個就就做得
120,遮係識得整齊囉有可以咩巴士去邊度呀然之後擺晒
121,誒
122,遮係擺啫係會話俾晒全部人聽囉
123,佢哋都同埋唔會啫係譬如有一條街係冇巴士囖
124,佢哋都幾好𡃉我覺得同埋都做得一個好個囖
125,嗯有嘅姐係誒
126,最多爹而家就我一真間U可鬧都會見到佢哋
127,但係一陣間誒我個班朋友囖係多數都全部都喺加拿大長大嘅
128,然之後佢哋大約好都唔係中國
129,中國人佢哋都會我哋一齊囖就會講英文啊剩然之後
130,第囉都都幾好玩嘅因為我覺得因為多輪多就係
131,又可以有依個有依個機回去同咁多其他唔同嘅個一齊一齊玩囉
132,第囉到有成班依啲朋友𡃉
133,唔平時呀
134,抌屋就難啲囖因為多輪多真係好少嘢做
135,但係我哋有U時去唱喇譬如
136,唱英文中國忠文都有試過
137,喔仲有
138,去最多就係食嘢呀
139,倒哋會飲一個叫做啊
140,然之後個姐係個遮係我哋成日都差唔多個個禮拜囖都會去一兩次都𡃉
141,然之後個第囉
142,唔係囉啊有U時去到都會試下嘅
144,到獎大嗰U時係
145,遮係
146,哦
147,哦抵度長大都幾多嘢學𠸏遮係我
148,我反為係轉咗學校四次三次度喇
149,所以我姐係小學至到而家嘞都去過去過好多地方然之後我覺得長大嗰U時都
150,誒有好多困難囖成日都郁離郁去
151,抌譬如呀講英文又唔係講得幾好因為冇冇得真係係噉學噉嗎
152,有U時同埋我小學囖就試過去嘅啫係講發文嘅
153,然之後又要學發文喎又剩但係我而家到到而家囖我都發文真係好鮓嘅
154,都唔知道點樣講
155,所以係囖我覺得因為想試過學就係講幾種幾種唔同個個話囖
156,遮係要係囉
157,抌就整到長大都譬如嗰啲朋友啊嗰啲唔同人溝通阿就會
158,第囉都會有啲有啲困難囖可能
159,所以就係囉
160,抌獎大就係一個囉
161,就要學囉
163,再始返學嗰U時係應該錄七歲囖
164,到時唔歲朵能唔歲
165,到都唔記得咗
166,朵能碌七歲度係啊
167,哦小學就喺嘩好來
168,第一間就好似喺一個離
169,遮係誒唔記得咗叫做咩名
170,但係去到一二就時三嗰就時就去咗間叫做
171,然之後喺依度依度隔離
172,哦
173,嗰陣時就住喺依度第囖然之後好近
174,就係喺隔離𡃉咋到可以行嘅唔分鐘就行倒去𡃉嚹
175,到啲同學誒就最多囖就係呃
176,點講喇裏哋係
177,第唔係飛洲姐係
178,第就喺飛U嗰度過離嗰啲囉
179,有好多
181,都有㗎
182,遮係佢哋係囖
184,牛洲
185,牛洲人第囖有好多勾洲人
186,埋
187,第囉
188,最多都係其實啊中國人就好少嘅
189,中國人就一幾個啊一班囉一班
190,囉遮係一班都會有譬如兩三個
191,第囉倒少嘅以前
192,誒以前囖就係好多就係飛洲嗰啲囉凍埋
194,到唔知道點樣講同埋
196,遮係
197,佢哋囖就最
198,佢哋就係最多囖
199,所以我冧鵝啲朋友都係佢哋最多
200,倒大學嗰U時而家嘞就最朵就係同返自己啫係中國人啊就時啊
201,遮係囉
202,就會小啲呀白人但係都有都有好多朋友都係哦係
204,第
205,抌而家最多就係就係
206,誒忠學嗰U時就我記得係有好多炎嘅嘅先生嘅其實哩
208,都有
209,其時
210,都有叫朵啲先生都有其時
211,躲啲𡃉啫係譬如
212,中國人呀嗰啲囖佢哋你都可以見到係有因為佢哋會
213,嗰啲其他姐係佢哋自己個啲人
214,抌呀都唔係話都唔係話好嚴重𡃉但係你可以見到就係
215,誒長大喺中喺個啫係喺U都
216,係個好大個囉如果你住喺就小就少啲
217,你住喺就都幾困難嘅
218,小學嗰真時就就幾好玩嘅咗啲先生都好U都有好多愛嘅
219,第囉佢哋會識得點樣教
220,其實我覺得小學可能個啲先生最好囖
221,對我離講
222,哦最好個先生呀
223,朵能就係
225,最好個先生就可能
226,中學嗰U時
227,中學都有幾可能小學小學就係有一個哩就教我第三四班
228,然之後佢就做得幾
231,有嘅啫係長大嗰U時
232,唔長大嗰汁時就
234,冇林最大個規舉爹哋媽咪俾就係譬如
235,一定要聽佢哋話然之後佢哋教我啲嘢就一定係啱嘅
236,洞埋
237,我林最最大個規U囖如果因係跟住就係佢哋成日帶我去返教會嘅
238,然之後教會嗰U時教我
239,要跟住個要跟住個聖經嘅
240,點樣點樣做阿做嗰個好個械子嘅做好個
241,第囉長大都都一定要跟住囉噉囖
242,就會罰嘅
243,唔如果唔聽佢話就譬如誒有U時就會打我
244,如果再唔聽噉咪糖條打
